날짜,요일,주말여부,주문수,코로나발발,공휴일,복날,방학여부,평균기온,최저기온,최고기온,강우여부,강수량mm,지하철승하차인원,버스승하차인원,도마1동인구,도마2동인구,변동인구,영업가게,확진자,완치자,사망자,전국확진자,전국완치자,전국사망자,구글검색량,네이버검색량,유튜브조회수
2015-11-08,일,1,64,0,0,0,0,13.9,13.4,14.5,1,15.5,80547,195785,17755,20916,18026,45,0,0,0,0,0,0,26,13.24978,0
2015-11-09,월,0,31,0,0,0,0,13.1,11.5,15.2,1,1.7,123733,359972,17753,20913,18025,45,0,0,0,0,0,0,NA,6.657635,0
2015-11-10,화,0,19,0,0,0,0,11,8,14.5,0,NA,128041,363298,17751,20910,18024,45,0,0,0,0,0,0,NA,8.93146,0
2015-11-11,수,0,28,0,0,0,0,11.9,6.8,18.3,0,NA,128533,368368,17749,20907,18023,45,0,0,0,0,0,0,NA,9.810341,0
2015-11-12,목,0,24,0,0,0,0,13.6,8.8,19.4,0,NA,128126,364174,17747,20904,18022,45,0,0,0,0,0,0,NA,10.47592,0
2015-11-13,금,0,50,0,0,0,0,12.2,11.1,13.6,1,30.7,121369,335597,17745,20901,18021,45,0,0,0,0,0,0,NA,16.27383,0
2015-11-14,토,1,53,0,0,0,0,13.5,12.2,15.7,1,3.7,88336,276113,17743,20898,18020,45,0,0,0,0,0,0,NA,18.70013,0
2015-11-15,일,1,54,0,0,0,0,13.5,9.8,17,0,NA,85890,209795,17741,20895,18019,45,0,0,0,0,0,0,36,14.64681,0
2015-11-16,월,0,34,0,0,0,0,11.7,8.4,14.2,1,26.3,121420,336117,17739,20892,18018,45,0,0,0,0,0,0,NA,7.941536,0
2015-11-17,화,0,37,0,0,0,0,13.7,12.1,15.1,1,1.5,122897,351354,17737,20889,18017,45,0,0,0,0,0,0,NA,8.819492,0
2015-11-18,수,0,33,0,0,0,0,12.1,10.2,13.5,1,1.9,122900,351380,17735,20886,18016,45,0,0,0,0,0,0,NA,13.323877,0
2015-11-19,목,0,32,0,0,0,0,10.3,9.5,11.3,1,1.8,123621,358817,17733,20883,18015,45,0,0,0,0,0,0,NA,10.684855,0
2015-11-20,금,0,47,0,0,0,0,11.2,8.7,15.1,0,NA,127360,356274,17731,20880,18014,45,0,0,0,0,0,0,NA,14.118968,0
2015-11-21,토,1,49,0,0,0,0,10,7.6,13,0,NA,91152,264052,17729,20877,18013,45,0,0,0,0,0,0,NA,15.77061,0
2015-11-22,일,1,47,0,0,0,0,11.9,6,17.1,1,0.1,80740,197784,17727,20874,18012,45,0,0,0,0,0,0,30,13.80859,0
2015-11-23,월,0,32,0,0,0,0,10.8,9.6,13.3,1,9.6,122277,344958,17725,20871,18011,45,0,0,0,0,0,0,NA,9.23102,0
2015-11-24,화,0,48,0,0,0,0,7.9,5.1,9.6,1,0.8,123384,356371,17723,20868,18010,45,0,0,0,0,0,0,NA,16.306759,0
2015-11-25,수,0,30,0,0,0,0,5.7,3.4,7.2,1,8.7,123314,355655,17721,20865,18009,45,0,0,0,0,0,0,NA,12.210545,0
2015-11-26,목,0,36,0,0,0,0,0.4,-1.2,3.4,1,1.9,127079,394477,17719,20862,18008,45,0,0,0,0,0,0,NA,5.676944,0
2015-11-27,금,0,44,0,0,0,0,0.1,-2.3,2.6,0,0,130819,NA,17717,20859,18007,45,0,0,0,0,0,0,NA,15.813503,0
2015-11-28,토,1,64,0,0,0,0,3.5,0.7,8,1,0.1,85670,248616,17715,20856,18005,45,0,0,0,0,0,0,NA,15.115453,0
2015-11-29,일,1,63,0,0,0,0,6.8,3.5,11.2,0,0,84930,199891,17713,20853,18003,45,0,0,0,0,0,0,49,16.46294,0
2015-11-30,월,0,33,0,0,0,0,6.9,2.3,11.1,0,0,126633,348776,17711,20850,18001,45,0,0,0,0,0,0,NA,7.321376,0
2015-12-01,화,0,49,0,0,0,0,4.4,-1.4,12.4,0,NA,126054,342812,17709,20846,18000,45,0,0,0,0,0,0,NA,9.979426,0
2015-12-02,수,0,32,0,0,0,0,6.2,3,9.7,1,6.7,121838,340430,17707,20842,17999,45,0,0,0,0,0,0,NA,7.549916,0
2015-12-03,목,0,52,0,0,0,0,2.6,-0.6,6.8,1,3.6,122112,343257,17704,20838,17998,45,0,0,0,0,0,0,NA,8.4053,0
2015-12-04,금,0,51,0,0,0,0,1.8,-1.4,4.3,1,0.5,123715,359786,17702,20834,17997,45,0,0,0,0,0,0,NA,11.923944,0
2015-12-05,토,1,61,0,0,0,0,5.4,3.3,8.2,0,NA,91607,268739,17698,20830,17996,45,0,0,0,0,0,0,NA,11.444093,0
2015-12-06,일,1,53,0,0,0,0,2.1,-1.6,6.9,0,NA,84914,199724,17696,20826,17995,45,0,0,0,0,0,0,24,12.97038,0
2015-12-07,월,0,33,0,0,0,0,2.1,-4,9.4,0,NA,126408,346458,17693,20822,17994,45,0,0,0,0,0,0,NA,12.310367,0
2015-12-08,화,0,41,0,0,0,0,3.4,-1.7,10.4,0,NA,127518,357904,17691,20818,17993,45,0,0,0,0,0,0,NA,10.514945,0
2015-12-09,수,0,27,0,0,0,0,5.2,-1.4,12.9,0,NA,127150,354115,17689,20814,17992,45,0,0,0,0,0,0,NA,6.678995,0
2015-12-10,목,0,45,0,0,0,0,8.1,6.4,9.6,1,10.3,125540,378601,17687,20810,17991,45,0,0,0,0,0,0,NA,12.888399,0
2015-12-11,금,0,56,0,0,0,0,7.3,4.8,9.9,1,0.3,127819,402105,17684,20806,17990,45,0,0,0,0,0,0,NA,14.116342,0
2015-12-12,토,1,60,0,0,0,0,7.3,2,12.8,0,NA,92258,275452,17682,20802,17989,45,0,0,0,0,0,0,NA,14.613675,0
2015-12-13,일,1,51,0,0,0,0,8.3,5.4,14.2,0,NA,85140,202057,17679,20798,17988,45,0,0,0,0,0,0,41,15.34532,0
2015-12-14,월,0,47,0,0,0,0,7.2,5.4,8.9,1,9.9,122085,342972,17677,20794,17987,45,0,0,0,0,0,0,NA,13.10596,0
2015-12-15,화,0,39,0,0,0,0,6.5,4.3,8.8,1,0.7,122638,348681,17674,20790,17986,45,0,0,0,0,0,0,NA,13.27941,0
2015-12-16,수,0,39,0,0,0,0,0.6,-2.8,4.4,1,2.8,122256,344742,17671,20786,17985,45,0,0,0,0,0,0,NA,12.76236,0
2015-12-17,목,0,46,0,0,0,0,-2.7,-5.9,1.3,0,0,126486,347265,17669,20782,17984,45,0,0,0,0,0,0,NA,12.07985,0
2015-12-18,금,0,50,0,0,0,0,-0.7,-6.7,4.5,0,NA,126420,346583,17666,20778,17983,45,0,0,0,0,0,0,NA,15.07848,0
2015-12-19,토,1,51,0,0,0,0,1.8,-1.7,8.5,0,NA,92840,281457,17664,20774,17982,45,0,0,0,0,0,0,NA,15.86701,0
2015-12-20,일,1,56,0,0,0,1,1.1,-2.6,4.6,0,NA,82354,207037,17661,20770,17981,45,0,0,0,0,0,0,33,14.2277,0
2015-12-21,월,0,24,0,0,0,1,4.3,0.3,10.8,1,1.2,119274,347701,17659,20766,17980,45,0,0,0,0,0,0,NA,9.958491,0
2015-12-22,화,0,39,0,0,0,1,3.5,-1.1,8.9,1,0.1,120095,356172,17657,20762,17979,45,0,0,0,0,0,0,NA,9.919674,0
2015-12-23,수,0,26,0,0,0,1,5.7,3.3,7.4,1,2,119371,348701,17654,20850,17978,45,0,0,0,0,0,0,NA,8.891164,0
2015-12-24,목,0,64,0,1,0,1,3,0.9,7.6,0,NA,123798,353258,17652,20846,17977,46,0,0,0,0,0,0,NA,10.149217,0
2015-12-25,금,0,63,0,1,0,1,1,-3,5.9,0,NA,78230,220568,17649,20842,17976,46,0,0,0,0,0,0,NA,10.66759,0
2015-12-26,토,1,53,0,0,0,1,4.2,-0.7,11,0,0,85594,240454,17647,20838,17976,46,0,0,0,0,0,0,NA,22.193145,0
2015-12-27,일,1,44,0,0,0,1,-2,-5.7,3.2,0,NA,80506,187985,17644,20834,17976,46,0,0,0,0,0,0,46,16.04383,0
2015-12-28,월,0,29,0,0,0,1,-3.2,-7.6,2,0,NA,121572,330307,17642,20830,17976,46,0,0,0,0,0,0,NA,13.909396,0
2015-12-29,화,0,28,0,0,0,1,-1.3,-7.2,5.4,0,NA,122350,338325,17639,20826,17976,46,0,0,0,0,0,0,NA,7.274609,0
2015-12-30,수,0,34,0,0,0,1,1.2,-4.9,8.1,1,1.6,118432,339026,17637,20822,17976,46,0,0,0,0,0,0,NA,9.246846,0
2015-12-31,목,0,62,0,1,0,1,1.5,-1.9,5.8,0,NA,121498,329546,17635,20818,17976,46,0,0,0,0,0,0,NA,9.034681,0
2016-01-01,금,0,45,0,1,0,1,1.6,-4.2,7.7,0,NA,54383,147066,17633,20814,17977,46,0,0,0,0,0,0,NA,18.23815,0
2016-01-02,토,1,41,0,0,0,1,6.6,2,12.3,0,NA,81368,216542,17631,20810,17978,46,0,0,0,0,0,0,NA,14.80715,0
2016-01-03,일,1,26,0,0,0,1,6.9,1,14.1,0,NA,70023,189555,17629,20806,17979,46,0,0,0,0,0,0,24,13.31454,0
2016-01-04,월,0,30,0,0,0,1,5.1,-0.5,9.6,0,NA,122352,333187,17627,20802,17980,46,0,0,0,0,0,0,NA,11.59519,0
2016-01-05,화,0,27,0,0,0,1,-0.6,-3.4,3.7,0,NA,117740,328044,17625,20798,17981,46,0,0,0,0,0,0,NA,12.68932,0
2016-01-06,수,0,41,0,0,0,1,-0.1,-5.6,5.4,0,NA,117901,322337,17623,20794,17982,46,0,0,0,0,0,0,NA,12.31177,0
2016-01-07,목,0,23,0,0,0,1,0.1,-2.6,4.1,0,NA,118244,329902,17621,20790,17983,46,0,0,0,0,0,0,NA,13.36077,0
2016-01-08,금,0,51,0,0,0,1,-1,-4.2,3.4,0,0,125444,322017,17619,20786,17984,46,0,0,0,0,0,0,NA,16.55512,0
2016-01-09,토,1,41,0,0,0,1,1.4,-1.9,6.1,0,0,100219,254893,17617,20782,17985,46,0,0,0,0,0,0,NA,16.03777,0
2016-01-10,일,1,43,0,0,0,1,1.2,-1.8,5.4,0,NA,71363,188152,17615,20778,17986,46,0,0,0,0,0,0,31,15.59858,0
2016-01-11,월,0,18,0,0,0,1,-1.8,-5.4,3.8,0,NA,119232,326822,17613,20774,17987,46,0,0,0,0,0,0,NA,11.92761,0
2016-01-12,화,0,26,0,0,0,1,-2.7,-7.5,3.4,0,NA,117340,318343,17611,20770,17988,46,0,0,0,0,0,0,NA,11.82304,0
2016-01-13,수,0,25,0,0,0,1,-1.5,-3.7,1.5,1,0.2,119587,323496,17609,20766,17989,46,0,0,0,0,0,0,NA,12.9469,0
2016-01-14,목,0,27,0,0,0,1,-1.3,-6.5,3.7,0,0,119483,319853,17607,20762,17990,46,0,0,0,0,0,0,NA,12.16427,0
2016-01-15,금,0,44,0,0,0,1,0.5,-3.7,6.4,0,NA,127629,321465,17605,20758,17991,46,0,0,0,0,0,0,NA,14.84677,0
2016-01-16,토,1,43,0,0,0,1,0.9,-4.4,8.2,0,NA,98415,252087,17603,20754,17992,45,0,0,0,0,0,0,NA,17.38178,0
2016-01-17,일,1,50,0,0,0,1,1.7,-1,5.3,1,3.8,68644,176979,17601,20750,17993,45,0,0,0,0,0,0,26,18.80943,0
2016-01-18,월,0,50,0,0,0,1,-3.1,-8.5,1.6,1,3.5,116570,311666,17600,20746,17994,45,0,0,0,0,0,0,NA,16.49018,0
2016-01-19,화,0,25,0,0,0,1,-8.3,-11.2,-5.3,1,0.4,114677,318771,17599,20741,17995,45,0,0,0,0,0,0,NA,15.61069,0
2016-01-20,수,0,32,0,0,0,1,-8.1,-12,-3.5,0,0,115817,314234,17598,20736,17996,45,0,0,0,0,0,0,NA,14.13459,0
2016-01-21,목,0,26,0,0,0,1,-5.7,-8.8,-0.5,0,NA,115459,351094,17597,20731,17997,45,0,0,0,0,0,0,NA,13.61725,0
2016-01-22,금,0,51,0,0,0,1,-5.7,-10.9,-0.3,0,NA,123010,320082,17596,20726,17998,45,0,0,0,0,0,0,NA,15.94751,0
2016-01-23,토,1,27,0,0,0,1,-8.2,-11.5,-4.7,1,1.2,95388,270914,17595,20722,17999,45,0,0,0,0,0,0,NA,21.60201,0
2016-01-25,월,0,36,0,0,0,1,-7.8,-14.2,-2.1,1,0.1,114139,171854,17594,20718,18000,45,0,0,0,0,0,0,NA,16.01796,0
2016-01-26,화,0,39,0,0,0,1,-1.8,-6.3,3.5,1,0.4,117220,309034,17593,20714,18001,45,0,0,0,0,0,0,NA,12.5143,0
2016-01-27,수,0,35,0,0,0,1,-0.1,-4.8,5.8,0,NA,121668,312177,17591,20710,18002,45,0,0,0,0,0,0,NA,12.13565,0
2016-01-28,목,0,47,0,0,0,1,-0.4,-5,2.4,1,0.1,118004,326182,17590,20706,18004,45,0,0,0,0,0,0,NA,16.61346,0
2016-01-29,금,0,41,0,0,0,1,3,1,5.7,1,1.6,125011,320622,17589,20702,18006,45,0,0,0,0,0,0,NA,16.45495,0
2016-01-30,토,1,46,0,0,0,1,3.3,-1.1,10,0,0,97706,325984,17587,20698,18008,45,0,0,0,0,0,0,NA,22.24484,0
2016-01-31,일,1,34,0,0,0,1,-1.5,-4.2,2.9,0,NA,71429,278436,17586,20694,18010,45,0,0,0,0,0,0,67,16.41753,0
2016-02-01,월,0,38,0,0,0,1,-3.9,-7.4,1.7,0,NA,118052,182526,17584,20690,18010,45,0,0,0,0,0,0,NA,11.49942,0
2016-02-02,화,0,42,0,0,0,1,-3.9,-9.7,2.6,0,NA,117030,359963,17582,20686,18010,45,0,0,0,0,0,0,NA,11.48952,0
2016-02-03,수,0,28,0,0,0,1,-1.9,-9.1,5.4,0,NA,123474,360487,17580,20682,18010,45,0,0,0,0,0,0,NA,10.68377,0
2016-02-04,목,0,32,0,0,0,1,-0.5,-6.3,5.9,0,NA,124708,371913,17578,20678,18010,45,0,0,0,0,0,0,NA,12.61227,0
2016-02-05,금,0,35,0,0,0,1,-0.7,-5.7,5.5,0,NA,126733,376966,17576,20674,18010,45,0,0,0,0,0,0,NA,16.28984,0
2016-02-06,토,1,38,0,1,0,1,-1.6,-4.6,3.4,0,0,81545,370763,17574,20670,18010,45,0,0,0,0,0,0,NA,15.62279,0
2016-02-07,일,1,57,0,1,0,1,-2.3,-9.1,4.9,0,NA,46479,241588,17572,20666,18010,45,0,0,0,0,0,0,41,15.91669,0
2016-02-08,월,0,71,0,1,0,1,2.2,-5.7,8.1,0,NA,30543,121043,17570,20662,18010,45,0,0,0,0,0,0,NA,22.12706,0
2016-02-09,화,0,61,0,1,0,1,2.6,-1,7.8,0,NA,51824,NA,17568,20658,18010,45,0,0,0,0,0,0,NA,27.58123,0
2016-02-10,수,0,56,0,1,0,1,3.3,-4.6,12.7,0,NA,75705,NA,17566,20654,18010,45,0,0,0,0,0,0,NA,23.45235,0
2016-02-11,목,0,38,0,0,0,1,6.8,-1.8,14.7,1,0.4,116911,219920,17564,20650,18010,45,0,0,0,0,0,0,NA,14.82146,0
2016-02-12,금,0,53,0,0,0,1,10,7.7,11.9,1,16.8,115104,353116,17562,20647,18010,45,0,0,0,0,0,0,NA,19.0604,0
2016-02-13,토,1,65,0,0,0,1,13,9,18.7,1,8.3,95072,340911,17560,20644,18010,45,0,0,0,0,0,0,NA,22.14358,0
2016-02-14,일,1,38,0,0,0,1,-0.1,-3.6,8.9,0,0,73075,238456,17558,20641,18010,45,0,0,0,0,0,0,46,18.98996,0
2016-02-15,월,0,50,0,0,0,1,-3.3,-6.7,0.8,0,0,118152,185062,17556,20638,18010,45,0,0,0,0,0,0,NA,16.27883,0
2016-02-16,화,0,21,0,0,0,1,-0.2,-3.7,4.4,1,0.6,122543,317028,17554,20635,18010,45,0,0,0,0,0,0,NA,16.04988,0
2016-02-17,수,0,39,0,0,0,1,0.9,-4.3,6.8,0,NA,124670,320689,17552,20632,18010,45,0,0,0,0,0,0,NA,13.89133,0
2016-02-18,목,0,39,0,0,0,1,3.8,-3.5,9.8,0,NA,124463,336080,17550,20629,18010,45,0,0,0,0,0,0,NA,14.45821,0
2016-02-19,금,0,38,0,0,0,1,3.5,0,6.3,0,NA,131103,327196,17548,20626,18010,45,0,0,0,0,0,0,NA,18.37684,0
2016-02-20,토,1,50,0,0,0,1,2.5,-1,8.9,0,NA,106558,325367,17546,20623,18010,45,0,0,0,0,0,0,NA,20.02245,0
2016-02-21,일,1,53,0,0,0,1,0.4,-3.7,5.8,0,NA,75113,267555,17544,20620,18010,45,0,0,0,0,0,0,31,18.25356,0
2016-02-22,월,0,36,0,0,0,1,2.9,-1.4,7,0,NA,121567,193452,17542,20617,18010,45,0,0,0,0,0,0,NA,15.30358,0
2016-02-23,화,0,34,0,0,0,1,2.5,-2.7,8.1,1,0.7,122433,324208,17540,20614,18010,45,0,0,0,0,0,0,NA,14.54627,0
2016-02-24,수,0,35,0,0,0,1,-1.7,-6.5,4.1,0,NA,125813,330156,17538,20612,18010,45,0,0,0,0,0,0,NA,13.8473,0
2016-02-25,목,0,40,0,0,0,1,0.5,-5.7,6.1,0,NA,124358,328984,17534,20610,18009,45,0,0,0,0,0,0,NA,13.78236,0
2016-02-26,금,0,47,0,0,0,1,2.5,-0.1,5.9,1,3.8,129135,335928,17533,20608,18009,45,0,0,0,0,0,0,NA,16.65419,0
2016-02-27,토,1,44,0,0,0,1,5.4,1.5,11.3,1,2.6,102310,325743,17532,20606,18008,45,0,0,0,0,0,0,NA,18.33942,0
2016-02-28,일,1,28,0,0,0,1,2.2,-0.9,5.7,1,12.2,71289,258700,17531,20604,18007,45,0,0,0,0,0,0,41,21.15181,0
2016-02-29,월,0,45,0,1,0,1,-2.7,-5.5,0.3,1,0.4,123746,183413,17530,20602,18006,45,0,0,0,0,0,0,NA,17.1187,0
2016-03-01,화,0,53,0,1,0,1,-1.4,-7.5,4.9,0,NA,78142,325920,17529,20600,18006,45,0,0,0,0,0,0,NA,16.50669,0
2016-03-02,수,0,28,0,0,0,0,3,-4.3,10.2,0,NA,123254,212017,17528,20598,18006,45,0,0,0,0,0,0,NA,9.34638,0
2016-03-03,목,0,29,0,0,0,0,7.4,-0.2,17,0,NA,122478,363582,17527,20596,18006,45,0,0,0,0,0,0,NA,7.91211,0
2016-03-04,금,0,44,0,0,0,0,9.8,5.4,13,1,8,129730,363276,17526,20594,18006,45,0,0,0,0,0,0,NA,12.68492,0
2016-03-05,토,1,52,0,0,0,0,12.2,7.7,18,1,26.7,93977,350790,17525,20592,18006,45,0,0,0,0,0,0,NA,18.56617,0
2016-03-06,일,1,34,0,0,0,0,10.3,6.5,14.7,0,0,77289,238552,17524,20590,18006,45,0,0,0,0,0,0,31,13.18906,0
2016-03-07,월,0,28,0,0,0,0,9,3.4,16.3,0,NA,124646,207083,17523,20588,18006,45,0,0,0,0,0,0,NA,8.22032,0
2016-03-08,화,0,31,0,0,0,0,5,1.7,7.8,0,NA,121755,353369,17522,20586,18006,45,0,0,0,0,0,0,NA,8.84004,0
2016-03-09,수,0,37,0,0,0,0,2.2,-1.1,8.4,0,NA,123412,363680,17521,20584,18006,45,0,0,0,0,0,0,NA,8.16198,0
2016-03-10,목,0,36,0,0,0,0,0.3,-3.1,5.6,0,NA,122667,371938,17521,20582,18006,45,0,0,0,0,0,0,NA,10.00462,0
2016-03-11,금,0,50,0,0,0,0,0.6,-4.3,6.4,0,0,132202,372631,17521,20580,18006,45,0,0,0,0,0,0,NA,12.91497,0
2016-03-12,토,1,34,0,0,0,0,2.8,-5,10.2,0,NA,105321,368637,17521,20578,18006,45,0,0,0,0,0,0,NA,15.60628,0
2016-03-13,일,1,45,0,0,0,0,4.1,0.8,9.2,0,NA,77407,280236,17521,20576,18006,45,0,0,0,0,0,0,25,14.64644,0
2016-03-14,월,0,48,0,0,0,0,4.4,0.3,10.2,0,NA,126632,213447,17521,20574,18006,45,0,0,0,0,0,0,NA,8.15427,0
2016-03-15,화,0,23,0,0,0,0,6,-2.7,14,0,NA,122823,368193,17521,20572,18006,45,0,0,0,0,0,0,NA,7.85597,0
2016-03-16,수,0,38,0,0,0,0,9.2,3.5,17.1,0,NA,124878,370661,17521,20570,18005,45,0,0,0,0,0,0,NA,7.97485,0
2016-03-17,목,0,28,0,0,0,0,10.1,-0.5,18.9,0,NA,123395,376886,17521,20568,18005,45,0,0,0,0,0,0,NA,7.8956,0
2016-03-18,금,0,39,0,0,0,0,11,8.4,13.9,1,5.6,127121,368001,17521,20566,18005,45,0,0,0,0,0,0,NA,11.35743,0
2016-03-19,토,1,47,0,0,0,0,11,6.8,18.2,0,NA,113121,366526,17521,20565,18005,45,0,0,0,0,0,0,NA,13.77025,0
2016-03-20,일,1,34,0,0,0,0,9.7,3,17.5,0,NA,80889,298378,17521,20564,18005,45,0,0,0,0,0,0,27,12.30847,0
2016-03-21,월,0,21,0,0,0,0,9.5,2.3,17.4,0,NA,124921,230434,17521,20563,18005,45,0,0,0,0,0,0,NA,7.08325,0
2016-03-22,화,0,32,0,0,0,0,9.4,1.5,17.6,0,NA,123766,372704,17521,20562,18005,45,0,0,0,0,0,0,NA,7.54006,0
2016-03-23,수,0,23,0,0,0,0,8.3,4.6,14.5,0,NA,124490,377413,17521,20561,18005,45,0,0,0,0,0,0,NA,7.7437,0
2016-03-24,목,0,30,0,0,0,0,6.9,1.6,13.3,0,NA,124904,382929,17521,20560,18005,45,0,0,0,0,0,0,NA,7.48502,0
2016-03-25,금,0,32,0,0,0,0,6.8,1.2,13.3,0,NA,133933,374944,17521,20558,18005,45,0,0,0,0,0,0,NA,10.75202,0
2016-03-26,토,1,51,0,0,0,0,6.4,-0.2,12.9,0,NA,112191,382002,17521,20556,18005,45,0,0,0,0,0,0,NA,13.14283,0
2016-03-27,일,1,51,0,0,0,0,7.2,-0.3,15.1,0,NA,81361,295620,17521,20554,18005,45,0,0,0,0,0,0,27,12.10813,0
2016-03-28,월,0,28,0,0,0,0,9.4,-0.3,17.9,0,NA,123087,220046,17521,20552,18005,45,0,0,0,0,0,0,NA,6.81798,0
2016-03-29,화,0,23,0,0,0,0,12.9,6.5,18.3,0,NA,122082,376493,17521,20550,18005,45,0,0,0,0,0,0,NA,7.3023,0
2016-03-30,수,0,30,0,0,0,0,14.4,7.6,22.9,0,NA,124527,373125,17521,20548,18005,45,0,0,0,0,0,0,NA,7.146,0
2016-03-31,목,0,31,0,0,0,0,13.1,5.1,21.7,0,NA,120850,377085,17520,20546,18005,45,0,0,0,0,0,0,NA,7.58299,0
2016-04-01,금,0,35,0,0,0,0,15,4.8,25.4,0,NA,133025,366901,17519,20544,18002,45,0,0,0,0,0,0,NA,11.25066,0
2016-04-02,토,1,44,0,0,0,0,16,6.9,24.6,0,NA,107196,368177,17518,20542,17999,45,0,0,0,0,0,0,NA,14.79394,0
2016-04-03,일,1,56,0,0,0,0,13.4,10.8,16.4,1,2.5,76136,285050,17517,20540,17996,45,0,0,0,0,0,0,25,14.83356,0
2016-04-04,월,0,43,0,0,0,0,13.5,10.1,18.3,0,NA,124570,212808,17516,20538,17993,45,0,0,0,0,0,0,NA,8.27866,0
2016-04-05,화,0,35,0,0,0,0,13,5.6,20.8,0,NA,122954,365916,17515,20536,17990,45,0,0,0,0,0,0,NA,8.01558,0
2016-04-06,수,0,40,0,0,0,0,13.9,5.5,23.7,1,4.4,124397,365202,17514,20534,17987,45,0,0,0,0,0,0,NA,8.9358,0
2016-04-07,목,0,33,0,0,0,0,13.2,9.1,18.6,1,20.1,119583,360787,17513,20532,17984,46,0,0,0,0,0,0,NA,8.50211,0
2016-04-08,금,0,44,0,0,0,0,14,8.3,21.8,0,NA,135546,364957,17512,20530,17981,46,0,0,0,0,0,0,NA,11.52584,0
2016-04-09,토,1,47,0,0,0,0,15.9,9.8,23.3,0,NA,117905,372284,17511,20528,17978,46,0,0,0,0,0,0,NA,15.40595,0
2016-04-10,일,1,55,0,0,0,0,16.6,10.7,24.6,0,NA,80675,300592,17510,20526,17975,46,0,0,0,0,0,0,18,14.83136,0
2016-04-11,월,0,46,0,0,0,0,13.2,8.4,19,0,NA,122193,225548,17509,20525,17972,46,0,0,0,0,0,0,NA,8.11575,0
2016-04-12,화,0,42,0,1,0,0,14.8,7.5,22.1,0,0,127097,362010,17508,20524,17969,46,0,0,0,0,0,0,NA,10.37006,0
2016-04-13,수,0,43,0,1,0,0,14.4,11.9,19,1,28.1,84361,364961,17507,20523,17966,46,0,0,0,0,0,0,NA,13.74493,0
2016-04-14,목,0,28,0,0,0,0,15.4,10.5,21.3,0,NA,122908,254694,17506,20522,17963,47,0,0,0,0,0,0,NA,7.54777,1154641.299
2016-04-15,금,0,39,0,0,0,0,15.6,6.7,24.8,0,NA,131064,356542,17505,20521,17960,47,0,0,0,0,0,0,NA,12.78619,353754.4233
2016-04-16,토,1,66,0,0,0,0,14.8,9,20.5,1,23,93910,350113,17504,20520,17957,47,0,0,0,0,0,0,NA,21.2828,185586.5349
2016-04-17,일,1,52,0,0,0,0,12.2,9.9,16.8,1,20.6,70718,254761,17503,20519,17954,47,0,0,0,0,0,0,53,15.54574,122119.9266
2016-04-18,월,0,27,0,0,0,0,12.3,8.4,18.3,1,1.7,118695,203839,17502,20518,17951,47,0,0,0,0,0,0,NA,10.2699,89261.13622
2016-04-19,화,0,37,0,0,0,0,12.8,6.4,19.3,0,NA,121331,353650,17501,20517,17948,47,0,0,0,0,0,0,NA,9.86262,69389.06776
2016-04-20,수,0,53,0,0,0,0,13.1,7.1,18,1,1.2,120911,353375,17500,20516,17945,47,0,0,0,0,0,0,NA,12.54513,56182.0613
2016-04-21,목,0,39,0,0,0,0,13.7,10.8,16.6,1,37.2,113808,350057,17499,20515,17942,47,0,0,0,0,0,0,NA,13.53689,46826.23433
2016-04-22,금,0,54,0,0,0,0,17.4,12.6,24.5,0,NA,133301,338308,17498,20514,17939,47,0,0,0,0,0,0,NA,17.99379,39885.16485
2016-04-23,토,1,62,0,0,0,0,15.4,11.3,22.2,0,NA,112427,365581,17497,20515,17936,47,0,0,0,0,0,0,NA,21.52056,34551.83873
2016-04-24,일,1,48,0,0,0,0,15.4,7,24,0,NA,78558,267851,17496,20516,17933,47,0,0,0,0,0,0,37,18.41537,30339.39728
2016-04-25,월,0,36,0,0,0,0,17.7,8.9,26.6,0,NA,121180,210889,17495,20517,17930,47,0,0,0,0,0,0,NA,11.70416,26937.47219
2016-04-26,화,0,33,0,0,0,0,19.9,9.6,29.2,0,NA,121582,363499,17494,20518,17927,47,0,0,0,0,0,0,NA,11.615,24139.29315
2016-04-27,수,0,45,0,0,0,0,13.3,11.5,19.4,1,15.4,116949,366089,17493,20519,17925,47,0,0,0,0,0,0,NA,12.45156,21802.05041
2016-04-28,목,0,49,0,0,0,0,14.3,9.8,20.5,1,0.7,124680,352255,17492,20520,17924,47,0,0,0,0,0,0,NA,11.97384,19824.09833
2016-04-29,금,0,50,0,0,0,0,15.1,8.5,22.1,0,NA,146659,372258,17491,20521,17923,47,0,0,0,0,0,0,NA,15.13076,18131.22281
2016-04-30,토,1,55,0,1,0,0,17.2,9.5,24,0,NA,110843,385388,17490,20522,17922,47,0,0,0,0,0,0,NA,18.40987,16668.03978
2016-05-01,일,1,42,0,1,0,0,19.5,11.2,27.6,0,NA,80486,287743,17489,20523,17921,47,0,0,0,0,0,0,34,16.48467,15392.42509
2016-05-02,월,0,52,0,0,0,0,19.8,12.1,29,1,6.3,119786,223075,17487,20524,17920,47,0,0,0,0,0,0,NA,12.33709,14271.80203
2016-05-03,화,0,62,0,0,0,0,14.3,10.6,18.5,1,19.8,110118,364121,17485,20525,17919,47,0,0,0,0,0,0,NA,14.19293,13280.60405
2016-05-04,수,0,33,0,1,0,0,17.1,12.5,23,0,NA,142941,334163,17483,20526,17918,47,0,0,0,0,0,0,NA,13.62055,12398.50162
