,temp,rain,google,naver,subway,holy,vacation,do1_pop,do2_pop,byun_pop,store,fri,thu,wed,mon,sun,sat,tue,mon1,mon2,mon3,mon4,mon5,mon6,mon7,mon8,mon9,mon10,mon11,mon12
27,-0.8323954602296598,-0.49812232425082514,-1.5107504888588148,3.749614169454194e-16,6.292519753370443e-16,-0.22962911081999196,0.0,1.440910619074863,1.542354597717629,1.5595526346642243,1.3125268522483502,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
491,-0.3787651838671121,-0.49812232425082514,-1.6075991891768424,-0.028494510286284257,-0.7774772056288035,-0.22962911081999196,0.0,0.7935647218251327,0.8286698530743797,0.7219008476646386,1.148364258773597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,0.18334189771256662,-0.49812232425082514,-0.1812819651907798,0.1569200143887747,0.49675249487814216,-0.22962911081999196,0.0,0.7313839838388808,0.5595756050941381,0.4219309509688409,-0.0007738955496749981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
289,0.8046181457743169,2.2424982304133314,-1.4579239248248685,0.1216034646518877,6.292519753370443e-16,-0.22962911081999196,1.0,1.080040264690365,1.1510629617656836,1.2709023567116644,1.148364258773597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1344,0.44960314688188807,-0.49812232425082514,0.30296153701566897,0.665300175271645,-1.290066290885759,-0.22962911081999196,0.0,-1.1584663028147055,-1.1017888824360489,-0.9703821544493897,-0.8215868629234407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
580,1.1399100891727216,-0.49812232425082514,-0.040411127972360336,-0.6660605034832553,0.7103889362238472,-0.22962911081999196,0.0,0.7147284290211348,0.7363718259893692,0.47852904468502916,0.6558764783493376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
670,0.4101570358938406,-0.49812232425082514,-0.1988908194578881,-0.3928179349702679,-2.302466489854754,4.354848548727378,0.0,0.7269425025541485,0.5985747714680861,0.41061133222560325,-0.0007738955496749981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
210,0.6862798128101741,-0.11512868701222842,-0.5774811942127549,0.42551661278814695,6.292519753370443e-16,4.354848548727378,0.0,1.1233447072165048,1.1705625449526575,1.3859851472679139,1.6408520391978565,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
412,-1.3353333753272671,-0.49812232425082514,-0.07562883712288739,-1.1377288460035693,6.292519753370443e-16,-0.22962911081999196,1.0,0.8868358288045107,0.9560671298959433,0.9992315068739609,1.3125268522483502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1499,-0.6746110162774693,-0.49812232425082514,0.9192714486906727,0.8776680813100605,-1.9013333154506586,-0.22962911081999196,1.0,-1.321690740028617,-1.38388285254094,-1.1590424668366839,-1.3140746433477002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,-1.5917330967495769,-0.32590529549260133,-0.1460642560402523,-0.8384637788260464,6.292519753370443e-16,-0.22962911081999196,1.0,0.8868358288045107,0.9508672410460836,0.9935716975023421,1.3125268522483502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1005,-0.08291935145675483,-0.49812232425082514,0.35578810104961517,0.6348638994569199,0.8283311270487457,-0.22962911081999196,0.0,-0.5888463280477904,-0.25810691654630613,-0.5270304203392485,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
969,0.6862798128101741,-0.49812232425082514,-0.11084654627341486,-0.05660885646676356,0.30650990329825556,-0.22962911081999196,0.0,-0.4866922584989478,-0.18920838928566455,-0.4383600735172203,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1393,-0.605580322048386,-0.49812232425082514,1.7468876158851507,-0.21599877163216455,0.9044800539204766,-0.22962911081999196,0.0,-1.1884463014866486,-1.2161864371329634,-1.1250836106069708,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2,-0.280149906396993,-0.49812232425082514,-1.4315106428078956,3.749614169454194e-16,6.292519753370443e-16,-0.22962911081999196,0.0,1.4997602460975659,1.6463523747148239,1.6123775221326668,1.3125268522483502,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1532,-0.09278087920376671,-0.49812232425082514,1.0161201490087,1.2963605438024828,-1.1982854292814153,-0.22962911081999196,0.0,-1.3638848122335738,-1.4137822134276334,-1.1722486887037944,-1.3140746433477002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1441,-1.3451949030742791,-0.49812232425082514,0.35578810104961517,0.1694668777941932,0.8621895085027862,-0.22962911081999196,1.0,-1.2928211116778572,-1.3292840196174127,-1.1420630387218274,-1.149912049872947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,0.1932034254595787,-0.49812232425082514,0.012415436061585869,-0.20740341029520892,1.572242577041831,-0.22962911081999196,0.0,0.718059539984684,0.6037746603179459,0.40495152285398445,-0.0007738955496749981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
393,-0.9605953209408148,0.5075805823946853,-0.6919387487978911,1.0080148784412832,6.292519753370443e-16,-0.22962911081999196,0.0,0.8990499023375245,0.9859664907826368,1.0709224255811327,1.3125268522483502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
446,-1.5227024025204934,-0.49812232425082514,-0.8504184402834193,-0.870063130303017,0.7560955890934778,-0.22962911081999196,1.0,0.8646284223808492,0.8962684081225563,0.867169288202855,1.148364258773597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1240,0.991987172967543,-0.49812232425082514,1.0249245761422547,-0.6237718323082635,1.0669613672200389,-0.22962911081999196,0.0,-0.9275092760086269,-0.9366924114530022,-0.896804632618345,-0.6574242694486876,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
211,0.7947566180273049,0.24663757300005823,-0.7183520308148643,-1.101945799494711,6.292519753370443e-16,-0.22962911081999196,0.0,1.1211239665741386,1.1718625171651225,1.384098544144041,1.6408520391978565,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
648,0.8736488400034003,-0.49812232425082514,-0.586285621346309,-0.6284199132670001,1.2815491296283095,-0.22962911081999196,0.0,0.6925210225974733,0.6453737711168238,0.43325056971207854,-0.0007738955496749981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
654,0.7750335625332812,-0.49812232425082514,-0.50704577529539,-0.560573129354322,1.4253715775416411,-0.22962911081999196,0.0,0.6991832445245717,0.6349739934171044,0.4219309509688409,-0.0007738955496749981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1474,-1.2860257365922076,1.618403948245679,1.2274264045281744,1.879093113264165,-1.7734454953353014,-0.22962911081999196,1.0,-1.3172492587438847,-1.3786829636910802,-1.185454910570905,-1.149912049872947,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,1.1892177279077814,-0.49812232425082514,1.8437363162031781,0.6202251885355576,-1.094029289197518,-0.22962911081999196,1.0,-0.9896900139948789,-0.9990910776513191,-0.8779386013796155,-0.8215868629234407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1563,0.2819571751826857,2.5757657270735814,0.9720980127246184,1.6832214618545096,-0.7377379303334481,-0.22962911081999196,0.0,-1.367215923197123,-1.4553813242265115,-1.2363931949154743,-1.149912049872947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,0.9525410619794956,-0.49812232425082514,-0.1284554011568336,-0.39119047338117313,-1.339578228005652,-0.22962911081999196,0.0,0.09292104915861511,-0.09561038998818921,-0.3044112517222414,-0.3290990824991813,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
425,-1.4142255973033624,-0.49812232425082514,-1.184986678137894,-0.9318665646312885,0.7134158668774652,-0.22962911081999196,1.0,0.8768424959138631,0.92356782458432,0.9558396350248832,1.148364258773597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,-1.3945025418093389,-0.49812232425082514,-1.1321601147202582,-1.127738216040944,0.6926381500337021,-0.22962911081999196,1.0,0.8746217552714969,0.92096788015939,0.9482932225293915,1.148364258773597,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,-0.14208851793882624,-0.49812232425082514,-0.7007431765477556,-1.0524570356084335,0.9801316993276846,-0.22962911081999196,0.0,0.7313839838388808,0.5517757718193484,0.4219309509688409,-0.0007738955496749981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1541,-0.4675189335902193,-0.49812232425082514,1.1129688493267282,0.4633893959678277,-1.199928620207665,-0.22962911081999196,0.0,-1.3638848122335738,-1.4358817410395373,-1.189228116818651,-1.3140746433477002,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,-0.08291935145675483,1.6083014077354634,-0.4190015021109167,1.57099838094114,6.292519753370443e-16,-0.22962911081999196,1.0,1.2876795147515991,1.300559766199151,1.5859650783984456,1.3125268522483502,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,0.5679414798460313,-0.49812232425082514,-1.3258575153563137,0.5728261613201014,6.292519753370443e-16,4.354848548727378,0.0,1.1999602593781367,1.1484630173407537,1.410510987878262,1.6408520391978565,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,-1.3156103198332434,-0.49812232425082514,-0.947267141217757,-0.19392566419096985,6.292519753370443e-16,-0.22962911081999196,1.0,1.2588098864008395,1.2563607109753434,1.5840784752745727,1.3125268522483502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1570,0.5186338411109718,1.6083014077354634,1.271448540812256,0.6869088967859903,-0.2905737890611202,-0.22962911081999196,0.0,-1.367215923197123,-1.4553813242265115,-1.2420530042870932,-1.149912049872947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,1.1990792556547933,3.0368874802174144,0.3822013830665881,-0.90909687829982,0.4667858814073247,-0.22962911081999196,1.0,0.6903002819551072,0.7142722983774653,0.43891037908369734,0.6558764783493376,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1287,1.445617449330091,0.2026957648490815,2.0550425717226526,0.055616335291728436,0.4116525016449982,-0.22962911081999196,1.0,-1.0396566784481172,-1.0406901884501971,-0.8722787920079967,-0.8215868629234407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1428,-1.8284097626778626,-0.49812232425082514,1.3947105231472567,3.290613135528616,1.0858148210054304,-0.22962911081999196,1.0,-1.2639514833270973,-1.2954847420933244,-1.117537198111479,-1.149912049872947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
667,0.36084939715878106,-0.49812232425082514,0.0036110083117213065,-0.02268546451042413,-0.14807021807543633,-0.22962911081999196,0.0,0.7202802806270501,0.6024746881054809,0.40495152285398445,-0.0007738955496749981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,-0.07305782370974295,0.44008197898459206,-1.519554915992369,3.749614169454194e-16,6.292519753370443e-16,-0.22962911081999196,0.0,1.5019809867399319,1.6502522913522186,1.6142641252565397,1.3125268522483502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
904,1.0018487007145551,2.7546454085722094,-0.6303077576303907,-0.9697393478109685,0.42023601214132905,-0.22962911081999196,1.0,0.0029810531427863825,-0.12030986202502299,-0.28743182360738495,-0.3290990824991813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
813,-0.7140571272655171,-0.4080943743750859,0.0036110083117213065,-0.6407345837089937,1.3947347151403797,-0.22962911081999196,0.0,0.5259654744200127,0.07078605320732248,-0.09311170184847203,-0.0007738955496749981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,-1.7988251794368268,-0.49812232425082514,1.1745998404942286,1.0753972764271125,1.1484939064685615,-0.22962911081999196,0.0,-1.21065370791031,-1.242185881382262,-1.117537198111479,-0.8215868629234407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
759,-0.822533932482648,-0.49812232425082514,-0.586285621346309,-0.8679712827870733,0.8591409569159281,-0.22962911081999196,1.0,0.6036913969028277,0.300881134813616,0.07856918242396561,-0.0007738955496749981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,-0.9507337931938029,-0.49812232425082514,-0.4894369210282816,3.749614169454194e-16,6.292519753370443e-16,-0.22962911081999196,1.0,1.3842817326945265,1.5527543754173485,1.5218205721867657,1.4766894457231032,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1342,0.8539257845093765,-0.49812232425082514,0.831227175506199,0.49963471755841254,1.1244514287055392,-0.22962911081999196,0.0,-1.1606870434570717,-1.0965889935861892,-0.9590625357061521,-0.8215868629234407,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
795,-0.822533932482648,0.5396032603629157,-0.21649967434130685,-0.19810935922285758,1.2758195823196756,-0.22962911081999196,1.0,0.5648284356614202,0.13968458046796403,-0.053493036247140274,-0.0007738955496749981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1236,0.7947566180273049,-0.49812232425082514,0.6727474840206712,1.1913396664455205,-1.305936055884013,-0.22962911081999196,0.0,-0.91418483215443,-0.9288925781782126,-0.8892582201228532,-0.8215868629234407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,0.2227880087006145,-0.49812232425082514,1.9669982985381789,0.2586901902577919,1.1697905257100878,-0.22962911081999196,0.0,-0.8742115005918395,-0.8248948011810178,-0.7647424139472391,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
899,0.9722641174735194,-0.49812232425082514,-0.4454147841278896,-1.252740353323157,0.9198525374542076,-0.22962911081999196,0.0,0.05294771759602457,-0.11121005653776844,-0.29686483922674967,-0.3290990824991813,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1299,1.3765867551010078,-0.49812232425082514,0.23252611871461445,-0.1493150633817315,0.6272132060490747,-0.22962911081999196,1.0,-1.0663055661565108,-1.0406901884501971,-0.8986912357422179,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1322,0.6862798128101741,1.4176229730790302,0.4350279464842239,0.5842099490632742,-2.147098463591194,4.354848548727378,0.0,-1.118492971252115,-1.0653896604870308,-0.9383099013435496,-0.8215868629234407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
512,-0.1322269901918144,2.0785489002462256,-0.6743298945307827,-1.2945646385712997,0.7604630176079837,-0.22962911081999196,0.0,0.766915834116739,0.8260699086494497,0.610591263356135,0.8200390718240907,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1626,1.1004639781846741,-0.49812232425082514,0.8048138934892265,0.6534498907565006,-0.6874043977504302,-0.22962911081999196,1.0,-1.431617401825741,-1.4722809629885556,-1.3816616354536908,-0.9857494563981939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
