,temp,rain,google,naver,subway,holy,vacation,do1_pop,do2_pop,byun_pop,store,fri,thu,wed,mon,sun,sat,tue,mon1,mon2,mon3,mon4,mon5,mon6,mon7,mon8,mon9,mon10,mon11,mon12
546,0.2819571751826857,-0.49812232425082514,-0.4101970749773625,-0.9832170939152075,1.0605615709809608,-0.22962911081999196,0.0,0.7369358354447961,0.8143701587372654,0.5351271384012174,0.8200390718240907,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,1.5146481435591743,-0.49812232425082514,-1.0969424049534207,-0.863557505636883,6.292519753370443e-16,-0.22962911081999196,1.0,1.0678261911573512,1.1666626283152628,1.384098544144041,1.3125268522483502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
897,0.7355874515452336,0.629631210238655,-0.2869350926423618,-1.0164417961361505,0.6431262129138089,-0.22962911081999196,0.0,0.07293438337731983,-0.10341022326297883,-0.3006380454744956,-0.3290990824991813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
712,-1.1183797648930052,-0.49812232425082514,0.3733969553167235,-0.8410179014237175,0.6437964618442529,-0.22962911081999196,0.0,0.6936313929186564,0.49197705004596143,0.386085491615255,-0.0007738955496749981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1643,1.2976945331249123,0.3288266518825427,0.8048138934892265,0.11858284528224541,-0.9252346633918385,-0.22962911081999196,1.0,-1.431617401825741,-1.4865806573256697,-1.4156204916834039,-0.9857494563981939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
114,-1.0690721261579457,-0.49812232425082514,-0.947267141217757,-1.1302923386386148,6.292519753370443e-16,-0.22962911081999196,0.0,1.252147664473741,1.2407610444257642,1.5784186659029538,1.3125268522483502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,1.2878330053779004,-0.4080943743750859,-0.9384627134678925,-0.780375431912569,6.292519753370443e-16,-0.22962911081999196,1.0,1.0678261911573512,1.1692625727401926,1.3822119410201679,1.4766894457231032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
330,0.42988009138786437,-0.49812232425082514,-1.0353114137859203,-1.1532963287786302,6.292519753370443e-16,-0.22962911081999196,0.0,1.0456187847336897,1.0938641844172263,1.2426033098535703,1.3125268522483502,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1688,0.7257259237982217,-0.49812232425082514,0.2237216909647499,0.8674452583840098,-0.766580255275779,-0.22962911081999196,0.0,-1.431617401825741,-1.504780268300179,-1.4665587760279732,-0.9857494563981939,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56,-0.6844725440244812,-0.49812232425082514,-1.7308611715118432,-0.2926752206903451,6.292519753370443e-16,-0.22962911081999196,1.0,1.3642950669132312,1.5111552646184705,1.5274803815583844,1.4766894457231032,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1096,-1.03948754291691,-0.49812232425082514,0.16209069979724952,0.06630565498974969,0.8101263012605578,-0.22962911081999196,1.0,-0.7820507639336447,-0.5077015813395737,-0.6911648921161944,-0.9857494563981939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,-1.059210598410934,1.8331915119400484,-0.040411127972360336,-1.023878303501105,6.292519753370443e-16,-0.22962911081999196,1.0,0.8868358288045107,0.9586670743208732,1.0030047131217068,1.3125268522483502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
435,-1.8284097626778626,-0.11512868701222842,-0.9912892775018387,0.06769881277029763,-1.2268034402251442,-0.22962911081999196,1.0,0.8657387927020324,0.9105681024596706,0.9181075725474245,1.148364258773597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,-1.0197644874228862,0.10815907832874201,0.6023120657196166,-0.11446289957169382,-0.49990766469203984,-0.22962911081999196,1.0,0.6225676923629399,0.35158005109974844,0.12196105427304325,-0.0007738955496749981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1188,-0.09278087920376671,-0.18029787238951522,2.336784245543181,0.8955596045644887,-1.1133584035141926,-0.22962911081999196,0.0,-0.8742115005918395,-0.8170949679062282,-0.7666290170711121,-0.8215868629234407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,1.218802311148817,-0.49812232425082514,-0.17247753744091524,-0.7431992276231627,0.8514006628159623,-0.22962911081999196,1.0,-0.11693894154498526,-0.1359095285746022,-0.27045239549252853,-0.49326167597393444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1095,-1.3451949030742791,-0.49812232425082514,0.10926413637961371,-0.28593740306078635,0.7918566126726496,-0.22962911081999196,1.0,-0.7798300232912785,-0.5051016369146438,-0.6911648921161944,-0.9857494563981939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,-1.3945025418093389,-0.49812232425082514,0.663943056887117,-0.7908304478020434,0.7833812068425194,-0.22962911081999196,0.0,0.6758654677797272,0.4568778003094082,0.35212663538554206,-0.0007738955496749981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
29,-1.157825875881053,-0.49812232425082514,-1.5811859071598693,3.749614169454194e-16,6.292519753370443e-16,-0.22962911081999196,0.0,1.4353587674689476,1.5319548200179096,1.5557794284164785,1.3125268522483502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
35,-0.5464111555663145,-0.49812232425082514,-0.6831343216643369,3.749614169454194e-16,6.292519753370443e-16,-0.22962911081999196,0.0,1.4198135829723846,1.5007554869187512,1.544459809673241,1.3125268522483502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1663,1.445617449330091,-0.49812232425082514,0.9897068669917276,0.4092525511228124,-1.2785207125355305,-0.22962911081999196,1.0,-1.431617401825741,-1.4969804350253892,-1.4533525541608625,-0.9857494563981939,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
422,-0.7041955995185051,-0.49812232425082514,-0.9560715683513112,-0.8863271919683515,1.1171867951368561,-0.22962911081999196,1.0,0.8801736068774123,0.9300676856466445,0.967159253768121,1.148364258773597,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,-0.11250393469779063,-0.49812232425082514,1.896562880237124,1.6950717463696547,0.27448930116962594,-0.22962911081999196,0.0,-1.1562455621723395,-1.1446879654473918,-1.0798051356340204,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1538,-0.280149906396993,-0.49812232425082514,0.875249312406591,0.645318915346394,-1.24637038480746,-0.22962911081999196,0.0,-1.3638848122335738,-1.4293818799772127,-1.183568307447032,-1.3140746433477002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,-1.3057487920862316,-0.49812232425082514,0.6199209199867249,0.9469080230032855,-0.41093752440891296,-0.22962911081999196,1.0,-1.272834445896562,-1.3058845197930438,-1.1250836106069708,-1.149912049872947,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,-1.0789336539049577,-0.49812232425082514,0.47024565563475135,-0.26943903758690496,1.206675837817746,-0.22962911081999196,1.0,0.624788433005306,0.3567799399496082,0.13139406989240796,-0.0007738955496749981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1057,-1.4438101805443984,-0.4080943743750859,0.5318766468022517,-0.36005550783105156,0.9989419112465959,-0.22962911081999196,0.0,-0.6943315085601821,-0.38030430451801,-0.6722988608774649,-0.9857494563981939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1212,0.903233423244436,-0.49812232425082514,1.509168078348703,-0.36005550783105156,1.035783981487774,-0.22962911081999196,0.0,-0.8608870567376427,-0.8976932450790542,-0.8439797451499026,-0.8215868629234407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,0.11431120348348334,-0.49812232425082514,-0.8063963039993376,0.11138064172583735,-1.2426083424236778,-0.22962911081999196,0.0,0.7535913902625422,0.8390696307740991,0.546446757144455,0.8200390718240907,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,-1.2860257365922076,-0.49812232425082514,1.764496470152259,-0.19090504482132756,1.281095090030267,-0.22962911081999196,0.0,-1.2395233362610698,-1.2694852978440256,-1.117537198111479,-0.8215868629234407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1529,-0.48724198908424304,-0.49812232425082514,1.130577704210147,2.4167485851446386,-2.3276981189459836,-0.22962911081999196,0.0,-1.3638848122335738,-1.4072823523653089,-1.1665888793321755,-1.3140746433477002,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,-1.3156103198332434,-0.49812232425082514,-0.32215280179288885,-0.7938510671716857,0.9707265933682289,-0.22962911081999196,1.0,0.5659388059826033,0.14488446931782378,-0.051606433123267334,-0.0007738955496749981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,-2.0453633731121243,-0.49812232425082514,0.33817924616619643,-0.17440879019256814,0.641785715052921,-0.22962911081999196,0.0,0.655878801998432,0.41397871729806535,0.26345628856351383,-0.0007738955496749981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1421,-1.2465796256041601,-0.49812232425082514,1.8261274613197593,2.1604666571872593,1.6293002198625288,-0.22962911081999196,1.0,-1.2506270394729004,-1.2772851311188151,-1.117537198111479,-0.9857494563981939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
565,0.6468337018221263,-0.32590529549260133,-0.9560715683513112,0.12996874387054044,0.17114124028181396,-0.22962911081999196,0.0,0.7336047244812469,0.7883707144879667,0.5426735508967091,0.6558764783493376,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,-0.3787651838671121,-0.49812232425082514,0.09165528149619499,1.1866915854867834,0.2242422523195684,-0.22962911081999196,0.0,-0.64658558474931,-0.2750065553083503,-0.5383500390824861,-0.9857494563981939,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
568,0.40029550814682857,1.1121461288555754,-0.8328095860163105,-1.3998177088916866,0.6708442493276531,-0.22962911081999196,0.0,0.7291632431965147,0.7779709367882471,0.5275807259057256,0.6558764783493376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
665,0.6172491185810908,-0.49812232425082514,0.021219863195140028,-0.8528681859388617,0.974964296283294,-0.22962911081999196,0.0,0.7158387993423178,0.6063746047428757,0.40495152285398445,-0.0007738955496749981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
906,1.1497716169197338,1.6955552630076287,-0.551067912195782,-0.8577484598610232,1.1724715214318635,-0.22962911081999196,1.0,-0.01700561263850889,-0.12290980644995286,-0.2836586173596391,-0.49326167597393444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
548,0.47918773012292387,-0.49812232425082514,-0.48063249327841706,-1.1491126337467426,1.007568663609407,-0.22962911081999196,0.0,0.7369358354447961,0.8143701587372654,0.5389003446489633,0.6558764783493376,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,-1.3747794863153149,-0.49812232425082514,-0.42780592986078125,-0.9007315990811668,0.9605431338121286,-0.22962911081999196,1.0,0.5670491763037864,0.1500843581676835,-0.04971982999939439,-0.0007738955496749981,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,-0.615441849795398,-0.49812232425082514,-1.4227062156743413,-0.9188553152990206,0.8960046480903464,-0.22962911081999196,0.0,0.7902336108615835,0.8169701031621952,0.704921419549782,1.148364258773597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,-1.2465796256041601,-0.49812232425082514,0.2677438278651415,0.6485717276794615,0.19204868272501777,-0.22962911081999196,0.0,0.6625410239255304,0.42567846721024977,0.291755335421608,-0.0007738955496749981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
431,-1.4043640695563506,-0.49812232425082514,-1.0265069866523662,-1.17374197463073,0.8477467250983807,-0.22962911081999196,1.0,0.8701802739867647,0.9157679913095303,0.933200397538408,1.148364258773597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,-1.138102820387029,-0.49812232425082514,0.09165528149619499,-0.8500797595326443,0.7869486608271407,-0.22962911081999196,0.0,0.671423986494995,0.441278133759829,0.321940985403575,-0.0007738955496749981,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
783,-1.7297944852077436,0.15660962312431895,0.30296153701566897,-0.19113723778475203,-1.3909711863174365,-0.22962911081999196,1.0,0.578152879515617,0.2020832466662809,-0.011987767521935566,-0.0007738955496749981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1296,1.228663838895829,0.5705758231217223,0.15328627266369535,0.9462114441130116,-0.630476480529173,-0.22962911081999196,1.0,-1.0596433442294124,-1.0406901884501971,-0.8892582201228532,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1630,1.1892177279077814,-0.49812232425082514,1.1922086953776474,-0.6075077706429288,-0.8592259542097276,-0.22962911081999196,1.0,-1.431617401825741,-1.4722809629885556,-1.3892080479491826,-1.149912049872947,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
958,0.9624025897265076,3.2697863769655418,0.20611283669764113,-0.527812813060228,0.1637685020469303,-0.22962911081999196,1.0,-0.4489396675787234,-0.1658088894612957,-0.41006102665912614,-0.6574242694486876,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40,-1.4339486527973861,-0.49812232425082514,-1.0353114137859203,3.749614169454194e-16,6.292519753370443e-16,-0.22962911081999196,0.0,1.4053787687970047,1.4747560426694524,1.5350267940538762,1.3125268522483502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1335,0.6961413405571858,-0.49812232425082514,1.4651459420646213,-0.49296064925019034,0.9467489784049269,-0.22962911081999196,0.0,-1.1495833402452411,-1.0757894381867503,-0.9364232982196767,-0.8215868629234407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
75,-1.9270250401479816,-0.49812232425082514,-1.519554915992369,0.2631039674079821,6.292519753370443e-16,-0.22962911081999196,1.0,1.32765284631419,1.4071574876212758,1.5633258409119704,1.3125268522483502,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
984,0.4989107856169476,-0.49812232425082514,1.0425334310256733,-0.41581981426516085,-2.032745347684157,4.354848548727378,0.0,-0.5200033681344399,-0.2282075556596126,-0.48741175473791676,-0.8215868629234407,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
923,1.5146481435591743,-0.49812232425082514,-0.7887874491159189,-1.127738216040944,0.6757738221064022,-0.22962911081999196,1.0,-0.18689227177951873,-0.14500933406185676,-0.27045239549252853,-0.49326167597393444,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
247,1.2089407834018053,-0.49812232425082514,-1.1321601147202582,-1.3324374217509793,6.292519753370443e-16,-0.22962911081999196,1.0,1.0678261911573512,1.1679626005277277,1.384098544144041,1.4766894457231032,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1413,-0.5858572665543621,-0.49812232425082514,1.6852566247176504,-0.24899339173480536,0.9971689947209055,-0.22962911081999196,0.0,-1.2328611143339714,-1.2655853812066309,-1.117537198111479,-0.8215868629234407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
771,-1.7100714297137198,-0.49812232425082514,-0.4982413481618358,-0.29801776969423394,-1.301417280836826,-0.22962911081999196,1.0,0.5903669530486308,0.25928202401473804,0.03329070745101502,-0.0007738955496749981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,0.26223411968866195,-0.49812232425082514,1.8701495982201515,-0.09680356928068934,0.9405653914982502,-0.22962911081999196,0.0,-1.1562455621723395,-1.1368881321726023,-1.0665989137669096,-0.8215868629234407,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
186,0.3707109249057931,-0.49812232425082514,-1.3522707973732866,-0.31358525246929436,6.292519753370443e-16,-0.22962911081999196,0.0,1.1821943342392076,1.1523629339781485,1.3973047660111515,1.6408520391978565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1645,1.2385253666428409,2.557352307079703,1.0689467130426467,0.017279166185199146,-0.9695359556008608,-0.22962911081999196,1.0,-1.431617401825741,-1.4891806017505997,-1.4193936979311497,-0.9857494563981939,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
312,0.5186338411109718,1.9603224822152534,-1.6075991891768424,0.3163120403992973,6.292519753370443e-16,-0.22962911081999196,0.0,1.0600535989090698,1.12116360087899,1.2539229285968079,1.3125268522483502,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8,-0.21111921216790971,2.6254918676519283,-1.044115841535785,3.749614169454194e-16,6.292519753370443e-16,-0.22962911081999196,0.0,1.486435802243369,1.622952874890455,1.6010579033894292,1.3125268522483502,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
918,1.4752020325711268,-0.49812232425082514,-0.3309572295427534,-0.6411989696358431,1.0211682306174477,-0.22962911081999196,1.0,-0.13692560732628054,-0.1385094729995321,-0.27045239549252853,-0.49326167597393444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1303,0.9624025897265076,-0.49812232425082514,1.3242751048462018,0.7131635884139501,0.05832321063482588,-0.22962911081999196,1.0,-1.0751885287259753,-1.0406901884501971,-0.9137840607332014,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1559,0.45946467462890017,-0.49812232425082514,-0.15486868317380648,0.16040501968526594,-0.7145170480335507,-0.22962911081999196,0.0,-1.367215923197123,-1.4553813242265115,-1.2288467824199827,-1.149912049872947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1623,0.5975260630870667,1.3533411325613531,0.7255740480546173,-0.5661499821667573,-1.0668085342481968,-0.22962911081999196,1.0,-1.431617401825741,-1.4722809629885556,-1.376001826082072,-0.9857494563981939,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
785,-1.4438101805443984,0.10815907832874201,0.0036110083117213065,-0.9128140765597365,0.9561324634311424,-0.22962911081999196,1.0,0.5759321388732509,0.19168346896656144,-0.019534180017427332,-0.0007738955496749981,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,0.903233423244436,1.5008472066224732,1.3242751048462018,-0.015715453917440912,-1.327578610057381,-0.22962911081999196,0.0,-1.4116307360444458,-1.4748809074134854,-1.3326099542329943,-0.9857494563981939,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1238,0.7750335625332812,-0.4080943743750859,0.8488360303896176,-0.30963586124595344,0.8102127849935183,-0.22962911081999196,0.0,-0.9208470540815284,-0.9314925226031425,-0.8930314263705991,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1628,1.1596331446667458,1.4893976296657188,0.8576404575231723,0.5828167912827267,-2.6963782725566467,-0.22962911081999196,1.0,-1.431617401825741,-1.4722809629885556,-1.3854348417014368,-1.149912049872947,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
445,-1.5917330967495769,-0.49812232425082514,-1.0088981323852575,-0.9920446482155876,0.8155099136373497,-0.22962911081999196,1.0,0.8646284223808492,0.8975683803350212,0.869055891326728,1.148364258773597,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1489,-0.8422569879766717,-0.49812232425082514,1.0953599950596191,1.6841523445533302,-2.1829459709033263,-0.22962911081999196,1.0,-1.3105870368167862,-1.38388285254094,-1.1779084980754133,-1.149912049872947,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,-1.2367180978571481,2.138352320293632,-0.2517173834918343,0.29749174529117045,0.7600738408096614,-0.22962911081999196,1.0,0.8268758314606249,0.8923684914851615,0.833210431973142,1.148364258773597,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,0.4989107856169476,-0.49812232425082514,1.8789540253537051,-0.129101610493056,1.05532930513685,-0.22962911081999196,0.0,-1.1562455621723395,-1.1394880765975322,-1.0722587231385285,-0.8215868629234407,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
195,0.8637873122563885,-0.49812232425082514,-1.4843372068418417,0.07327566558273328,6.292519753370443e-16,-0.22962911081999196,0.0,1.1666491497426446,1.1523629339781485,1.3973047660111515,1.6408520391978565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,0.8243412012683407,-0.49812232425082514,-1.1145512598368394,-0.5512790782819703,-1.2020474716651977,-0.22962911081999196,0.0,0.6880795413127411,0.6505736599666835,0.4407969822075703,-0.0007738955496749981,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1558,0.08472662024244755,-0.4080943743750859,-0.4366103569943354,1.2368790391084574,-2.4460294865692043,-0.22962911081999196,0.0,-1.367215923197123,-1.4553813242265115,-1.2269601792961096,-1.3140746433477002,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,-1.1085182371459934,-0.49812232425082514,1.5003636512151493,0.6513601540856793,0.8440279245810786,-0.22962911081999196,0.0,-1.1773425982748178,-1.201886742795849,-1.1307434199785897,-0.8215868629234407,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
