날짜,요일,주문수,평균기온,최저기온,최고기온,강수량mm,구글검색량,네이버검색량,확진자,사망자,완치자,지하철승하차인원,공휴일,복날,방학여부,도마1동인구,도마2동인구,변동인구,영업가게,유튜브조회수,전국확진자,전국완치자,전국사망자,코로나발발
2019-06-12,수,26,21.4,15.7,27.9,NA,64.14285714,12.01237,0,0,0,244491,0,0,0,15589,18933,16702,32,NA,0,0,0,0
2019-06-13,목,27,23.4,16.5,30.1,NA,63.85714286,11.78341,0,0,0,242699,0,0,0,15586,18932,16701,32,NA,0,0,0,0
2019-06-14,금,35,21.9,19.3,25.1,NA,63.57142857,15.72846,0,0,0,261267,0,0,0,15583,18931,16700,32,NA,0,0,0,0
2019-06-15,토,82,21.9,16.7,27.4,NA,63.28571429,34.49387,0,0,0,208401,0,0,0,15580,18930,16699,32,NA,0,0,0,0
2019-06-16,일,36,21.9,15.9,28.2,NA,63,20.34497,0,0,0,141412,0,0,0,15577,18929,16698,32,NA,0,0,0,0
2019-06-17,월,40,22.2,17.9,27.6,NA,64.42857143,11.35743,0,0,0,241699,0,0,0,15574,18928,16697,32,NA,0,0,0,0
2019-06-18,화,92,21.7,17.5,25.8,0.1,65.85714286,13.23419,0,0,0,239287,0,0,0,15571,18927,16696,32,NA,0,0,0,0
2019-06-19,수,37,22.7,19.9,27,NA,67.28571429,11.77241,0,0,0,250231,0,0,0,15568,18925,16695,33,NA,0,0,0,0
2019-06-20,목,40,23.9,19.2,29.1,NA,68.71428571,11.74599,0,0,0,251162,0,0,0,15565,18923,16694,33,NA,0,0,0,0
2019-06-21,금,49,23.8,19.8,29,NA,70.14285714,15.12196,0,0,0,262551,0,0,1,15562,18921,16693,33,NA,0,0,0,0
2019-06-22,토,28,23.9,19.2,29.7,0,71.57142857,18.58929,0,0,0,194710,0,0,1,15558,18919,16692,33,NA,0,0,0,0
2019-06-23,일,31,24.2,18.5,29.6,NA,73,17.39939,0,0,0,143431,0,0,1,15554,18917,16691,33,NA,0,0,0,0
2019-06-24,월,21,24.9,19.1,30.6,NA,70.57142857,11.35412,0,0,0,243820,0,0,1,15550,18915,16690,33,NA,0,0,0,0
2019-06-25,화,29,26.4,19,33.2,NA,68.14285714,11.56547,0,0,0,242268,0,0,1,15546,18913,16690,33,NA,0,0,0,0
2019-06-26,수,28,22.1,20.8,24.8,1.7,65.71428571,11.98155,0,0,0,239119,0,0,1,15542,18911,16690,33,NA,0,0,0,0
2019-06-27,목,24,24.7,21.3,29.2,0.6,63.28571429,11.37944,0,0,0,237835,0,0,1,15538,18909,16690,33,NA,0,0,0,0
2019-06-28,금,38,25.4,22.1,29.9,0,60.85714286,14.5848,0,0,0,256741,0,0,1,15534,18907,16690,33,NA,0,0,0,0
2019-06-29,토,48,22.2,21.4,24,12.7,58.42857143,19.49299,0,0,0,175263,0,0,1,15530,18905,16690,33,NA,0,0,0,0
2019-06-30,일,27,24,21.1,28.1,NA,56,16.47477,0,0,0,137462,0,0,1,15526,18903,16690,33,NA,0,0,0,0
2019-07-01,월,22,23.7,20.7,27.3,NA,58.28571429,11.7647,0,0,0,235388,0,0,1,15522,18901,16691,33,NA,0,0,0,0
2019-07-02,화,31,23.8,17.2,29.9,NA,60.57142857,11.62821,0,0,0,238926,0,0,1,15521,18899,16692,33,NA,0,0,0,0
2019-07-03,수,18,24.4,20.2,28.8,NA,62.85714286,11.84726,0,0,0,244675,0,0,1,15520,18897,16693,33,NA,0,0,0,0
2019-07-04,목,20,25.6,19.2,32,NA,65.14285714,12.08502,0,0,0,244558,0,0,1,15519,18895,16694,33,NA,0,0,0,0
2019-07-05,금,37,27.7,20,35.1,NA,67.42857143,18.3174,0,0,0,265999,0,0,1,15518,18893,16695,33,NA,0,0,0,0
2019-07-06,토,33,27.5,20.7,33.3,NA,69.71428571,16.70372,0,0,0,196081,0,0,1,15517,18891,16696,33,NA,0,0,0,0
2019-07-07,일,38,25.3,21.1,30.2,NA,72,15.73397,0,0,0,145134,0,0,1,15516,18889,16697,33,NA,0,0,0,0
2019-07-08,월,20,24.5,19.6,30.5,0.6,73.42857143,11.72067,0,0,0,237812,0,0,1,15515,18887,16698,33,NA,0,0,0,0
2019-07-09,화,33,24.4,19.6,29.3,NA,74.85714286,13.1043,0,0,0,246265,0,0,1,15514,18885,16699,33,NA,0,0,0,0
2019-07-10,수,29,21.6,19.5,24,18.3,76.28571429,14.38226,0,0,0,233535,0,0,1,15513,18883,16700,33,NA,0,0,0,0
2019-07-11,목,29,21.3,19.5,23.2,3.7,77.71428571,12.58585,0,0,0,233245,0,0,1,15512,18881,16701,33,NA,0,0,0,0
2019-07-12,금,60,23.5,19.9,28.1,NA,79.14285714,25.01651,0,0,0,259692,0,1,1,15511,18879,16702,32,NA,0,0,0,0
2019-07-13,토,35,24.4,21.4,28.8,NA,80.57142857,18.99216,0,0,0,196177,0,0,1,15510,18877,16703,32,NA,0,0,0,0
2019-07-14,일,34,25.9,21.4,31,NA,82,17.63935,0,0,0,151213,0,0,1,15509,18875,16704,32,NA,0,0,0,0
2019-07-15,월,21,23.8,21.5,28.3,12.8,82.71428571,14.02452,0,0,0,233848,0,0,1,15508,18873,16705,32,NA,0,0,0,0
2019-07-16,화,52,24.8,20.2,30.6,23.3,83.42857143,12.7983,0,0,0,239618,0,0,1,15506,18871,16706,32,NA,0,0,0,0
2019-07-17,수,16,26,22.2,30,0,84.14285714,12.85663,0,0,0,245053,0,0,1,15504,18869,16707,32,NA,0,0,0,0
2019-07-18,목,19,25.6,22.8,28.7,4.1,84.85714286,14.03443,0,0,0,240439,0,0,1,15502,18867,16708,32,NA,0,0,0,0
2019-07-19,금,36,26.6,23.5,30,0,85.57142857,20.30644,0,0,0,258861,0,0,1,15500,18865,16709,32,NA,0,0,0,0
2019-07-20,토,40,25.6,23.8,28.5,18.7,86.28571429,19.26624,0,0,0,170545,0,0,1,15498,18863,16710,32,NA,0,0,0,0
2019-07-21,일,39,24.8,22.3,27.3,26.8,87,18.15229,0,0,0,131754,0,0,1,15496,18861,16711,32,NA,0,0,0,0
2019-07-22,월,29,27.9,25.4,32,0,87,18.57498,0,0,0,236224,0,1,1,15494,18858,16712,32,NA,0,0,0,0
2019-07-23,화,45,29,26.2,33.1,NA,87,14.31071,0,0,0,234064,0,0,1,15492,18855,16713,32,NA,0,0,0,0
2019-07-24,수,29,27.7,25.5,29.7,0,87,13.61504,0,0,0,238066,0,0,1,15490,18854,16714,32,NA,0,0,0,0
2019-07-25,목,35,26.4,25.6,27.8,46.5,87,14.33823,0,0,0,216183,0,0,1,15488,18853,16715,32,NA,0,0,0,0
2019-07-26,금,39,27,25.7,29.8,15.4,87,17.79896,0,0,0,236607,0,0,1,15486,18852,16715,32,NA,0,0,0,0
2019-07-27,토,36,27.9,25.1,31.4,9.2,87,17.60523,0,0,0,174348,0,0,1,15484,18851,16715,32,NA,0,0,0,0
2019-07-30,화,49,29.4,26.4,33.3,NA,81,17.07467,0,0,0,220028,0,0,1,15482,18850,16715,32,NA,0,0,0,0
2019-07-31,수,24,29.6,27.4,33,NA,78,17.12971,0,0,0,225337,0,0,1,15480,18849,16715,32,NA,0,0,0,0
2019-08-01,목,36,29.5,26.2,33.9,NA,75,16.64318,0,0,0,216500,0,0,1,15478,18848,16714,32,NA,0,0,0,0
2019-08-02,금,42,30,25.9,34.2,NA,72,17.40159,0,0,0,224932,0,0,1,15476,18847,16713,32,NA,0,0,0,0
2019-08-03,토,45,29.9,26,35.6,NA,69,18.83805,0,0,0,160305,0,0,1,15474,18846,16712,32,NA,0,0,0,0
2019-08-04,일,33,29.8,25.7,35.6,0,66,17.90903,0,0,0,126042,0,0,1,15472,18845,16711,32,NA,0,0,0,0
2019-08-05,월,35,30.7,25.7,36,NA,70.85714286,16.59365,0,0,0,217290,0,0,1,15470,18844,16710,32,NA,0,0,0,0
2019-08-06,화,37,29.7,26.7,32.7,NA,75.71428571,17.46763,0,0,0,218352,0,0,1,15468,18843,16709,32,NA,0,0,0,0
2019-08-07,수,25,28.6,24.3,33.3,12.4,80.57142857,15.54134,0,0,0,223565,0,0,1,15466,18843,16708,32,NA,0,0,0,0
2019-08-08,목,41,28.5,26,33.8,1.1,85.42857143,14.96455,0,0,0,220853,0,0,1,15464,18843,16707,32,NA,0,0,0,0
2019-08-09,금,25,29.5,25.6,34,0.2,90.28571429,20.96909,0,0,0,238813,0,0,1,15462,18843,16706,32,NA,0,0,0,0
2019-08-10,토,40,30.2,26.3,34.5,NA,95.14285714,21.21015,0,0,0,171361,0,0,1,15460,18843,16705,32,NA,0,0,0,0
2019-08-11,일,70,29.7,26.4,33.9,0,100,34.45865,0,0,0,129671,0,1,1,15458,18843,16704,32,NA,0,0,0,0
2019-08-12,월,33,29,26.2,32.5,1.3,92.42857143,20.95808,0,0,0,220917,0,0,1,15456,18843,16703,32,NA,0,0,0,0
2019-08-13,화,27,29.8,25.7,34.3,0,84.85714286,19.06921,0,0,0,223709,0,0,1,15454,18843,16702,32,NA,0,0,0,0
2019-08-14,수,32,30.1,26.5,34,NA,77.28571429,18.07634,0,0,0,238185,0,0,1,15452,18843,16701,32,NA,0,0,0,0
2019-08-15,목,37,25.8,24.7,29.3,12.7,69.71428571,20.04667,0,0,0,136863,1,0,1,15450,18843,16700,32,NA,0,0,0,0
2019-08-16,금,32,26.9,24.8,30.7,0.6,62.14285714,15.72186,0,0,0,223695,0,0,1,15448,18843,16699,32,NA,0,0,0,0
2019-08-17,토,44,26.3,23.5,29.8,2.1,54.57142857,19.18369,0,0,0,172653,0,0,1,15446,18843,16698,32,NA,0,0,0,0
2019-08-18,일,27,25.6,20.5,30.9,NA,47,17.5678,0,0,0,136533,0,0,1,15444,18843,16697,32,NA,0,0,0,0
2019-08-19,월,18,26.5,21,31.9,NA,51.42857143,14.71688,0,0,0,231603,0,0,1,15442,18843,16695,32,NA,0,0,0,0
2019-08-20,화,29,27.8,23.5,32.2,NA,55.85714286,13.9937,0,0,0,230823,0,0,1,15440,18843,16693,32,NA,0,0,0,0
2019-08-21,수,23,27.3,23.4,32,3.7,60.28571429,13.67558,0,0,0,229432,0,0,1,15438,18843,16691,32,NA,0,0,0,0
2019-08-22,목,31,26.5,23.5,29.7,19.9,64.71428571,13.6921,0,0,0,228409,0,0,1,15436,18843,16689,32,NA,0,0,0,0
2019-08-23,금,27,25.2,22.1,29.9,0,69.14285714,16.14454,0,0,0,252241,0,0,1,15434,18843,16687,32,13700000,0,0,0,0
2019-08-24,토,35,23.6,20.6,27.1,NA,73.57142857,18.07964,0,0,0,204511,0,0,1,15432,18843,16685,32,NA,0,0,0,0
2019-08-25,일,36,24.6,20.1,29.9,NA,78,17.43351,0,0,0,141992,0,0,1,15430,18842,16683,32,NA,0,0,0,0
2019-08-26,월,27,25.9,19.3,31.5,NA,74.85714286,12.22701,0,0,0,235800,0,0,1,15428,18841,16681,32,NA,0,0,0,0
2019-08-27,화,70,22.4,20.1,26.1,34.6,71.71428571,14.10157,0,0,0,225352,0,0,1,15426,18840,16679,32,NA,0,0,0,0
2019-08-28,수,29,24.2,21.6,28.4,1,68.57142857,13.06137,0,0,0,241046,0,0,1,15424,18839,16677,32,NA,0,0,0,0
2019-08-29,목,32,23.2,20.7,26.9,13.3,65.42857143,13.12742,0,0,0,235862,0,0,1,15422,18838,16675,32,NA,0,0,0,0
2019-08-30,금,39,23.2,19.4,27.8,1.4,62.28571429,15.86165,0,0,0,254561,0,0,1,15420,18837,16673,32,NA,0,0,0,0
2019-08-31,토,38,23.3,18.3,28.3,NA,59.14285714,19.21561,0,0,0,191461,0,0,1,15417,18836,16671,32,NA,0,0,0,0
2019-09-01,일,28,23.5,18.9,28.3,NA,56,17.66687,0,0,0,144530,0,0,1,15415,18835,16671,32,NA,0,0,0,0
2019-09-02,월,25,22.6,20.5,26.7,10.2,56.85714286,12.67942,0,0,0,235038,0,0,0,15413,18834,16671,32,NA,0,0,0,0
2019-09-03,화,46,22.3,20.3,23.9,2,57.71428571,12.66511,0,0,0,231754,0,0,0,15411,18833,16671,32,NA,0,0,0,0
2019-09-04,수,27,24.5,22.2,28.2,2.9,58.57142857,15.09114,0,0,0,244360,0,0,0,15409,18832,16671,32,NA,0,0,0,0
2019-09-05,목,38,24.4,22.8,28.2,24,59.42857143,15.29587,0,0,0,236626,0,0,0,15407,18831,16671,32,NA,0,0,0,0
2019-09-06,금,36,25.6,22.6,27.6,0.1,60.28571429,17.28381,0,0,0,257081,0,0,0,15405,18830,16671,32,NA,0,0,0,0
2019-09-07,토,39,26.2,23.9,29.9,1.5,61.14285714,24.68849,0,0,0,147735,0,0,0,15403,18829,16672,32,NA,0,0,0,0
2019-09-08,일,57,25.3,23.3,29.1,0.7,62,18.9019,0,0,0,146956,0,0,0,15401,18828,16672,32,NA,0,0,0,0
2019-09-09,월,30,24,22.3,25.3,12.1,61.28571429,12.41524,0,0,0,237045,0,0,0,15399,18827,16672,32,NA,0,0,0,0
2019-09-10,화,49,27.2,23.4,31.5,0,60.57142857,14.16431,0,0,0,242542,0,0,0,15397,18826,16672,32,NA,0,0,0,0
2019-09-11,수,28,25.3,23.7,28.7,0.5,59.85714286,14.65304,0,0,0,261846,0,0,0,15395,18825,16672,32,NA,0,0,0,0
2019-09-12,목,40,20.8,19.5,23.7,6.6,59.14285714,17.46873,0,0,0,102507,1,0,0,15393,18824,16672,32,NA,0,0,0,0
2019-09-13,금,39,22.9,17.2,28.2,NA,58.42857143,18.23815,0,0,0,77204,1,0,0,15391,18824,16672,32,NA,0,0,0,0
2019-09-14,토,40,23.4,19.2,28.2,NA,57.71428571,21.40718,0,0,0,119183,1,0,0,15389,18824,16672,32,NA,0,0,0,0
2019-09-15,일,32,25.3,21.4,30.5,NA,57,19.29816,0,0,0,141828,0,0,0,15387,18824,16672,32,NA,0,0,0,0
2019-09-16,월,29,24.5,21,29.1,NA,57.57142857,12.34919,0,0,0,239263,0,0,0,15385,18824,16672,32,NA,0,0,0,0
2019-09-17,화,47,23,17.2,28.5,NA,58.14285714,12.18078,0,0,0,242713,0,0,0,15383,18824,16673,32,NA,0,0,0,0
2019-09-18,수,34,21.9,15.6,28.7,NA,58.71428571,13.15934,0,0,0,250347,0,0,0,15381,18824,16673,32,NA,0,0,0,0
2019-09-19,목,35,20.2,13.2,26.9,NA,59.28571429,12.34479,0,0,0,251761,0,0,0,15379,18824,16673,32,NA,0,0,0,0
2019-09-20,금,34,20,17.4,23,NA,59.85714286,17.88371,0,0,0,270454,0,0,0,15377,18824,16673,32,NA,0,0,0,0
2019-09-21,토,50,17.8,15.9,20.1,38.3,60.42857143,26.62028,0,0,0,189522,0,0,0,15375,18824,16673,32,NA,0,0,0,0
2019-09-22,일,70,16.4,15.6,17.4,68,61,25.25647,0,0,0,114382,0,0,0,15373,18824,16673,32,NA,0,0,0,0
2019-09-23,월,43,17.8,14.6,21.7,0.1,64.71428571,13.57322,0,0,0,241882,0,0,0,15371,18822,16673,32,NA,0,0,0,0
2019-09-24,화,60,18.3,12.3,25.2,NA,68.42857143,13.28482,0,0,0,247258,0,0,0,15369,18820,16673,32,NA,0,0,0,0
2019-09-26,목,20,20.9,17.5,25.3,NA,75.85714286,12.3657,0,0,0,245602,0,0,0,15365,18816,16673,32,NA,0,0,0,0
2019-09-27,금,39,22.7,17.1,28.5,NA,79.57142857,16.64978,0,0,0,267914,0,0,0,15363,18814,16673,32,NA,0,0,0,0
2019-09-28,토,47,24.2,20.3,29.2,NA,83.28571429,20.23489,0,0,0,204783,0,0,0,15361,18812,16673,32,NA,0,0,0,0
2019-09-29,일,44,22.7,18.7,28.5,NA,87,17.52597,0,0,0,151061,0,0,0,15358,18810,16673,32,NA,0,0,0,0
2019-10-01,화,62,22.1,18.6,25.8,NA,78.42857143,14.47472,0,0,0,237367,0,0,0,15352,18806,16670,32,NA,0,0,0,0
2019-10-02,수,43,21.1,20.3,22.2,82.5,74.14285714,19.3499,0,0,0,231621,0,0,0,15353,18804,16667,32,NA,0,0,0,0
2019-10-03,목,48,22.2,19.5,26.9,11,69.85714286,19.59096,0,0,0,148751,1,0,0,15354,18802,16664,32,NA,0,0,0,0
2019-10-04,금,22,22.5,19.7,27.5,NA,65.57142857,17.06806,0,0,0,253821,0,0,0,15355,18800,16661,32,NA,0,0,0,0
2019-10-05,토,55,19.2,16.5,21.1,0,61.28571429,20.00374,0,0,0,190266,0,0,0,15356,18798,16658,32,NA,0,0,0,0
2019-10-06,일,36,18.4,15.6,22.6,NA,57,17.85289,0,0,0,142146,0,0,0,15357,18796,16655,32,NA,0,0,0,0
2019-10-08,화,67,15.6,9.9,21.8,NA,59.28571429,15.57326,0,0,0,257440,0,0,0,15359,18792,16649,32,NA,0,0,0,0
2019-10-09,수,47,13.2,6.5,20.2,NA,60.42857143,17.96517,0,0,0,169190,1,0,0,15359,18790,16646,32,NA,0,0,0,0
2019-10-10,목,39,14.1,9.6,19.7,NA,61.57142857,12.49559,0,0,0,244199,0,0,0,15359,18788,16643,32,NA,0,0,0,0
2019-10-11,금,53,17.4,11.8,24.6,NA,62.71428571,15.64151,0,0,0,264359,0,0,0,15359,18786,16640,32,NA,0,0,0,0
2019-10-12,토,50,18.3,14,24.2,NA,63.85714286,20.30424,0,0,0,200423,0,0,0,15359,18784,16637,32,NA,0,0,0,0
2019-10-13,일,40,16.7,10.6,22.9,NA,65,18.97345,0,0,0,149378,0,0,0,15359,18782,16634,32,NA,0,0,0,0
2019-10-15,화,38,14.2,8.2,20.3,NA,69.85714286,13.4015,0,0,0,241495,0,0,0,15359,18778,16628,32,NA,0,0,0,0
2019-10-16,수,32,14.5,9,20.9,NA,72.28571429,13.13402,0,0,0,252133,0,0,0,15359,18776,16625,32,NA,0,0,0,0
2019-10-17,목,37,15,11.3,20.5,NA,74.71428571,13.95958,0,0,0,246580,0,0,0,15359,18775,16622,32,NA,0,0,0,0
2019-10-18,금,51,15.8,11,20.8,NA,77.14285714,18.39336,0,0,0,259936,0,0,0,15359,18774,16619,32,NA,0,0,0,0
2019-10-19,토,44,16.7,13,22.9,NA,79.57142857,21.8882,0,0,0,213699,0,0,0,15359,18773,16616,32,NA,0,0,0,0
2019-10-20,일,50,15.4,10.8,22.4,NA,82,20.26461,0,0,0,150017,0,0,0,15359,18772,16613,32,NA,0,0,0,0
2019-10-21,월,28,15.5,9.5,23.3,NA,82.14285714,14.32062,0,0,0,238021,0,0,0,15359,18771,16610,32,NA,0,0,0,0
2019-10-22,화,37,16.9,11,23.5,NA,82.28571429,13.82418,0,0,0,241828,0,0,0,15359,18770,16607,32,NA,0,0,0,0
2019-10-23,수,25,16.5,12.9,18.6,0,82.42857143,14.24247,0,0,0,245316,0,0,0,15359,18769,16604,32,NA,0,0,0,0
2019-10-24,목,32,18.9,15.4,23.6,NA,82.57142857,14.08946,0,0,0,250624,0,0,0,15359,18767,16601,32,6933400,0,0,0,0
2019-10-25,금,48,17.3,12,23,NA,82.71428571,18.29539,0,0,0,272216,0,0,0,15359,18765,16599,32,NA,0,0,0,0
2019-10-26,토,45,12.7,8.3,17.4,NA,82.85714286,22.73137,0,0,0,214509,0,0,0,15359,18763,16597,32,NA,0,0,0,0
2019-10-27,일,32,10.8,5.4,17.4,NA,83,19.77919,0,0,0,156336,0,0,0,15359,18761,16595,32,NA,0,0,0,0
2019-10-28,월,27,11.9,4.6,18.5,NA,80.85714286,13.1065,0,0,0,245022,0,0,0,15359,18759,16593,32,NA,0,0,0,0
2019-10-29,화,45,14.1,9.9,18.4,0.8,78.71428571,13.47855,0,0,0,247141,0,0,0,15359,18757,16591,32,NA,0,0,0,0
2019-10-30,수,36,11.6,5.8,18.3,NA,76.57142857,13.3938,0,0,0,248771,0,0,0,15359,18755,16589,32,NA,0,0,0,0
2019-10-31,목,31,13.3,6,20.2,NA,74.42857143,13.89023,0,0,0,245043,0,0,0,15359,18753,16587,32,NA,0,0,0,0
2019-11-01,금,48,14.6,10.1,22,NA,72.28571429,17.57771,0,0,0,261871,0,0,0,15358,18751,16586,32,NA,0,0,0,0
2019-11-02,토,50,13.2,7.1,19.2,NA,70.14285714,22.20742,0,0,0,208295,0,0,0,15357,18749,16585,32,NA,0,0,0,0
2019-11-03,일,54,14.4,10.2,20.2,NA,68,20.93386,0,0,0,151810,0,0,0,15356,18747,16584,32,NA,0,0,0,0
2019-11-04,월,29,13.6,9.1,20.8,NA,70.57142857,13.57762,0,0,0,246417,0,0,0,15355,18745,16583,32,NA,0,0,0,0
2019-11-05,화,29,12.1,6.4,19.6,NA,73.14285714,13.93206,0,0,0,243330,0,0,0,15354,18743,16582,32,NA,0,0,0,0
2019-11-06,수,24,11.8,5.9,18.5,NA,75.71428571,14.38336,0,0,0,248123,0,0,0,15353,18741,16581,32,NA,0,0,0,0
2019-11-07,목,22,10.8,5.3,17.8,NA,78.28571429,14.40758,0,0,0,246943,0,0,0,15352,18739,16580,32,NA,0,0,0,0
2019-11-08,금,42,6.8,1.2,14.6,NA,80.85714286,18.85346,0,0,0,266547,0,0,0,15351,18737,16579,32,NA,0,0,0,0
2019-11-09,토,52,8.1,0.6,17.2,NA,83.42857143,22.46939,0,0,0,217888,0,0,0,15350,18735,16578,32,NA,0,0,0,0
2019-11-10,일,52,9.1,3.3,16.6,9.6,86,22.90639,0,0,0,144378,0,0,0,15349,18733,16577,32,NA,0,0,0,0
2019-11-11,월,60,11.7,8.8,16.3,1.3,84.14285714,14.92052,0,0,0,239474,0,0,0,15348,18731,16576,32,NA,0,0,0,0
2019-11-12,화,59,9.6,5,16.1,NA,82.28571429,15.13957,0,0,0,244230,0,0,0,15347,18729,16575,32,NA,0,0,0,0
2019-11-13,수,58,8.2,4.4,13.2,1.7,80.42857143,19.72635,0,0,0,246527,0,0,0,15346,18727,16574,32,2024400,0,0,0,0
2019-11-14,목,62,2.9,-0.2,7.7,0,78.57142857,21.24757,0,0,0,245211,0,0,0,15345,18725,16573,32,NA,0,0,0,0
2019-11-15,금,66,9.6,-1.3,17.1,0,76.71428571,23.59985,0,0,0,266509,0,0,0,15344,18723,16572,32,NA,0,0,0,0
2019-11-16,토,68,13,8.3,18.9,0.4,74.85714286,24.47604,0,0,0,196132,0,0,0,15343,18722,16571,32,NA,0,0,0,0
2019-11-17,일,45,9.8,6.3,12.9,65.2,73,25.95874,0,0,0,127263,0,0,0,15342,18721,16570,32,NA,0,0,0,0
2019-11-18,월,26,7.7,3.1,13.8,15.3,74.71428571,16.72573,0,0,0,237127,0,0,0,15341,18720,16569,32,NA,0,0,0,0
2019-11-19,화,54,2.6,-0.2,5.8,0,76.42857143,17.78685,0,0,0,240851,0,0,0,15340,18719,16570,32,NA,0,0,0,0
2019-11-20,수,37,2,-2.4,8.4,NA,78.14285714,14.84017,0,0,0,247831,0,0,0,15339,18718,16571,32,NA,0,0,0,0
2019-11-21,목,32,4.3,-2.6,11,NA,79.85714286,13.98269,0,0,0,247680,0,0,0,15338,18717,16572,32,NA,0,0,0,0
2019-11-22,금,37,9.9,3,18.1,NA,81.57142857,18.33942,0,0,0,260870,0,0,0,15337,18716,16573,32,NA,0,0,0,0
2019-11-23,토,42,11.4,4.7,18.8,0,83.28571429,21.90471,0,0,0,192526,0,0,0,15336,18714,16573,32,NA,0,0,0,0
2019-11-24,일,46,12.8,7.3,21.2,0.5,85,22.68184,0,0,0,143567,0,0,0,15334,18712,16573,32,NA,0,0,0,0
2019-11-25,월,30,3.6,1.7,9.4,NA,82.71428571,14.55398,0,0,0,238829,0,0,0,15332,18710,16573,32,NA,0,0,0,0
2019-11-26,화,31,7.7,0.3,15.8,NA,80.42857143,13.67779,0,0,0,243647,0,0,0,15330,18708,16573,32,NA,0,0,0,0
2019-11-27,수,26,5.8,1.6,8.8,0,78.14285714,14.09166,0,0,0,249879,0,0,0,15328,18706,16573,32,NA,0,0,0,0
2019-11-28,목,25,4.6,-1,12.7,NA,75.85714286,13.80877,0,0,0,243738,0,0,0,15326,18704,16573,32,NA,0,0,0,0
2019-11-29,금,40,2.9,-1.6,9.7,NA,73.57142857,18.49793,0,0,0,265913,0,0,0,15324,18702,16573,32,NA,0,0,0,0
2019-11-30,토,41,4.9,-2.5,13,NA,71.28571429,22.61689,0,0,0,199295,0,0,0,15322,18700,16573,32,NA,0,0,0,0
2019-12-01,일,56,6.4,4.7,8.2,12.3,69,23.3632,0,0,0,130779,0,0,0,15320,18698,16574,32,NA,0,0,0,0
2019-12-02,월,39,2.7,-1.4,7.1,0,69.42857143,14.43399,0,0,0,240491,0,0,0,15318,18696,16575,32,NA,0,0,0,0
2019-12-03,화,52,2.3,-2.5,6.5,0.1,69.85714286,14.38006,0,0,0,237864,0,0,0,15316,18694,16576,32,NA,0,0,0,0
2019-12-04,수,37,5.7,1.4,10.5,0.1,70.28571429,13.86711,0,0,0,251341,0,0,0,15314,18692,16577,32,NA,0,0,0,0
2019-12-05,목,46,-0.6,-5.5,4,NA,70.71428571,14.53526,0,0,0,242447,0,0,0,15312,18690,16577,32,NA,0,0,0,0
2019-12-06,금,37,-4.4,-9.6,1.9,NA,71.14285714,19.7957,0,0,0,254933,0,0,0,15310,18688,16577,32,NA,0,0,0,0
2019-12-07,토,49,-0.1,-7.2,6.6,NA,71.57142857,22.25695,0,0,0,194295,0,0,0,15308,18686,16577,32,NA,0,0,0,0
2019-12-08,일,49,1.2,-2.7,7.7,NA,72,20.3879,0,0,0,143056,0,0,0,15306,18684,16577,32,NA,0,0,0,0
2019-12-09,월,33,3.3,-3.8,11.2,NA,73,13.87592,0,0,0,253050,0,0,0,15304,18682,16577,32,NA,0,0,0,0
2019-12-10,화,68,7.8,3,13.9,NA,74,14.41858,0,0,0,244082,0,0,0,15302,18680,16577,32,NA,0,0,0,0
2019-12-11,수,42,7.9,2.5,12.6,0.2,75,14.03993,0,0,0,248425,0,0,0,15300,18678,16577,32,NA,0,0,0,0
2019-12-12,목,38,1,-2.8,6.5,NA,76,13.75704,0,0,0,252318,0,0,0,15298,18676,16577,32,NA,0,0,0,0
2019-12-13,금,48,0.9,-4.8,7.4,NA,77,18.26457,0,0,0,274558,0,0,0,15296,18674,16577,32,NA,0,0,0,0
2019-12-14,토,43,4.4,1.5,8.9,0.6,78,20.57722,0,0,0,212401,0,0,0,15294,18672,16577,32,NA,0,0,0,0
2019-12-15,일,37,5.4,-2.2,13.5,NA,79,18.89419,0,0,0,149856,0,0,0,15292,18671,16577,32,NA,0,0,0,0
2019-12-16,월,28,7.9,1.9,15.2,NA,79.42857143,13.52148,0,0,0,247934,0,0,0,15290,18670,16577,32,NA,0,0,0,0
2019-12-17,화,70,7.7,5.3,10.5,1.9,79.85714286,14.77192,0,0,0,237717,0,0,0,15288,18669,16577,32,NA,0,0,0,0
2019-12-18,수,91,2.7,0.1,6.3,NA,80.28571429,15.85725,0,0,0,258690,0,0,0,15286,18668,16577,32,5866300,0,0,0,0
2019-12-19,목,47,0.8,-2.7,6.1,NA,80.71428571,13.79667,0,0,0,261066,0,0,0,15284,18667,16577,32,NA,0,0,0,0
2019-12-20,금,55,0.9,-2.3,5.5,0.2,81.14285714,18.47811,0,0,0,276357,0,0,0,15282,18666,16577,32,NA,0,0,0,0
2019-12-21,토,77,0.3,-4.5,6.5,NA,81.57142857,20.48806,0,0,0,215255,0,0,1,15280,18665,16577,31,NA,0,0,0,0
2019-12-22,일,68,3.2,-1.1,10,NA,82,18.81604,0,0,0,152478,0,0,1,15278,18664,16577,31,NA,0,0,0,0
2019-12-23,월,51,3.8,0,8.7,0.1,81.85714286,14.56278,0,0,0,254214,0,0,1,15276,18663,16577,31,NA,0,0,0,0
2019-12-24,화,97,1.2,-2.4,7.8,NA,81.71428571,24.93615,0,0,0,277171,0,0,1,15274,18661,16577,31,NA,0,0,0,0
