날짜,요일,주문수,평균기온,최저기온,최고기온,강수량mm,구글검색량,네이버검색량,확진자,사망자,완치자,지하철승하차인원,공휴일,복날,방학여부,도마1동인구,도마2동인구,변동인구,영업가게,유튜브조회수,전국확진자,전국완치자,전국사망자,코로나발발
2018-11-27,화,33,7.7,0.4,14.2,NA,51,10.66506,0,0,0,242690,0,0,0,15796,19399,16826,31,NA,0,0,0,0
2018-11-28,수,33,5.2,1.5,10.7,NA,53,10.15652,0,0,0,245096,0,0,0,15795,19396,16823,31,NA,0,0,0,0
2018-11-29,목,35,4.7,-0.7,9.4,NA,55,10.424,0,0,0,249466,0,0,0,15795,19393,16820,31,NA,0,0,0,0
2018-11-30,금,49,5.7,1.4,11.6,NA,57,14.09497,0,0,0,261431,0,0,0,15795,19390,16817,31,NA,0,0,0,0
2018-12-01,토,55,5.2,1,12.1,NA,59,16.40542,0,0,0,199085,0,0,0,15795,19387,16816,31,NA,0,0,0,0
2018-12-02,일,50,8,0.6,15,NA,61,14.76091,0,0,0,146428,0,0,0,15795,19384,16815,31,NA,0,0,0,0
2018-12-04,화,45,9.5,3.3,14.6,16.8,60.42857143,11.37724,0,0,0,237317,0,0,0,15793,19378,16813,31,NA,0,0,0,0
2018-12-05,수,35,1.5,-2.7,5.3,NA,60.14285714,10.8687,0,0,0,246194,0,0,0,15791,19375,16813,31,NA,0,0,0,0
2018-12-06,목,38,2.7,0.5,5.7,1.3,59.85714286,11.15489,0,0,0,247285,0,0,0,15789,19372,16813,31,NA,0,0,0,0
2018-12-07,금,36,-3.7,-7.1,2.4,0,59.57142857,15.25515,0,0,0,260820,0,0,0,15787,19369,16813,31,NA,0,0,0,0
2018-12-08,토,56,-6.6,-9.9,-2.3,NA,59.28571429,18.39556,0,0,0,188490,0,0,0,15785,19366,16813,31,NA,0,0,0,0
2018-12-09,일,62,-5.8,-11,-0.5,NA,59,16.11703,0,0,0,136489,0,0,0,15783,19363,16813,31,NA,0,0,0,0
2018-12-10,월,22,-2.8,-8.7,4.1,NA,59.42857143,11.35192,0,0,0,238855,0,0,0,15781,19360,16813,31,NA,0,0,0,0
2018-12-11,화,60,-0.8,-2.8,0.4,3,59.85714286,12.25343,0,0,0,241098,0,0,0,15779,19357,16813,31,NA,0,0,0,0
2018-12-12,수,38,-1.2,-4.5,4,NA,60.28571429,12.9491,0,0,0,249334,0,0,0,15777,19354,16813,31,NA,0,0,0,0
2018-12-13,목,42,-0.8,-5.6,6.1,0.1,60.71428571,12.99533,0,0,0,248016,0,0,0,15775,19351,16813,31,NA,0,0,0,0
2018-12-14,금,42,-2.7,-6.5,2.6,NA,61.14285714,16.40322,0,0,0,269331,0,0,0,15773,19348,16813,31,NA,0,0,0,0
2018-12-15,토,52,-2.5,-8.2,4.3,NA,61.57142857,17.79345,0,0,0,205427,0,0,0,15771,19345,16813,31,NA,0,0,0,0
2018-12-16,일,45,0.7,-3.6,6.3,0,62,16.21169,0,0,0,145916,0,0,0,15769,19342,16813,31,NA,0,0,0,0
2018-12-18,화,37,2.9,-2.3,8.9,NA,65.71428571,12.24903,0,0,0,248366,0,0,0,15767,19340,16813,31,NA,0,0,0,0
2018-12-19,수,56,6.7,1.6,12.2,1.8,67.57142857,11.51593,0,0,0,258117,0,0,0,15765,19338,16813,31,NA,0,0,0,0
2018-12-20,목,37,4.2,0,10,NA,69.42857143,11.86267,0,0,0,288971,0,0,0,15763,19336,16813,31,NA,0,0,0,0
2018-12-21,금,38,4.6,-2.6,10,NA,71.28571429,14.4472,0,0,0,270977,0,0,0,15761,19334,16813,31,NA,0,0,0,0
2018-12-22,토,51,6.6,0.8,13.8,NA,73.14285714,16.6729,0,0,0,207949,0,0,0,15759,19332,16813,31,NA,0,0,0,0
2018-12-23,일,46,5.4,-0.7,10.6,0,75,15.09884,0,0,0,146046,0,0,1,15757,19330,16813,31,NA,0,0,0,0
2018-12-24,월,54,-0.9,-4.9,4.2,NA,71.85714286,18.27668,0,0,0,257367,0,0,1,15755,19328,16813,31,NA,0,0,0,0
2018-12-25,화,81,-0.3,-5.7,4.7,NA,68.71428571,19.01637,0,0,0,175177,1,0,1,15753,19326,16813,31,NA,0,0,0,0
2018-12-26,수,11,1.7,-1.5,5.9,0,65.57142857,12.21821,0,0,0,248577,0,0,1,15751,19324,16813,31,NA,0,0,0,0
2018-12-27,목,38,-5.9,-8.4,-1.5,NA,62.42857143,12.62218,0,0,0,234174,0,0,1,15749,19321,16813,31,NA,0,0,0,0
2018-12-28,금,43,-8.6,-11.1,-4,0,59.28571429,16.75105,0,0,0,247141,0,0,1,15747,19318,16813,31,NA,0,0,0,0
2018-12-29,토,58,-6.1,-10.7,-0.7,0,56.14285714,16.34598,0,0,0,175942,0,0,1,15745,19315,16813,31,NA,0,0,0,0
2018-12-30,일,37,-5.4,-10.4,0.2,0,53,15.02289,0,0,0,132621,0,0,1,15743,19312,16813,31,NA,0,0,0,0
2018-12-31,월,69,-4.7,-10.7,2.5,NA,53.71428571,21.50955,0,0,0,245797,0,0,1,15741,19309,16813,31,NA,0,0,0,0
2019-01-01,화,57,-2.7,-6.1,0.7,0.1,54.42857143,16.94258,0,0,0,104522,1,0,1,15738,19306,16812,31,NA,0,0,0,0
2019-01-02,수,16,-3.3,-8.4,2.9,NA,55.14285714,12.49889,0,0,0,231144,0,0,1,15736,19303,16811,31,NA,0,0,0,0
2019-01-03,목,30,-2.7,-8.5,4.3,NA,55.85714286,12.15766,0,0,0,235089,0,0,1,15734,19300,16810,31,NA,0,0,0,0
2019-01-04,금,40,-1.6,-8.1,4.2,NA,56.57142857,14.48793,0,0,0,255957,0,0,1,15732,19297,16809,31,NA,0,0,0,0
2019-01-05,토,46,-0.7,-4.8,4.5,NA,57.28571429,16.06309,0,0,0,185571,0,0,1,15730,19294,16808,31,NA,0,0,0,0
2019-01-06,일,33,-1.9,-7.1,5.4,NA,58,14.33933,0,0,0,137096,0,0,1,15728,19291,16807,31,NA,0,0,0,0
2019-01-07,월,42,-1.2,-6.9,5.6,NA,57.28571429,13.88803,0,0,0,238945,0,0,1,15726,19288,16806,31,NA,0,0,0,0
2019-01-08,화,38,-1.5,-5,3.9,NA,56.57142857,12.87315,0,0,0,240463,0,0,1,15724,19285,16805,31,NA,0,0,0,0
2019-01-09,수,29,-3.4,-8.6,2.3,NA,55.85714286,12.28095,0,0,0,239369,0,0,1,15722,19282,16804,31,NA,0,0,0,0
2019-01-10,목,36,-1.1,-3.2,2,NA,55.14285714,13.47085,0,0,0,240264,0,0,1,15720,19279,16803,31,NA,0,0,0,0
2019-01-11,금,38,2.8,-3,8.4,NA,54.42857143,15.25074,0,0,0,259831,0,0,1,15718,19276,16803,31,NA,0,0,0,0
2019-01-12,토,48,4.5,1.8,8.8,0.5,53.71428571,16.27443,0,0,0,192660,0,0,1,15716,19273,16803,31,NA,0,0,0,0
2019-01-13,일,42,1.8,-2.8,8.4,NA,53,15.35201,0,0,0,141135,0,0,1,15714,19271,16803,31,NA,0,0,0,0
2019-01-14,월,36,1.7,-1.6,6.1,NA,53,14.70368,0,0,0,240374,0,0,1,15712,19269,16803,31,NA,0,0,0,0
2019-01-15,화,52,-0.1,-4.9,5.6,0.3,53,13.51378,0,0,0,233376,0,0,1,15710,19267,16803,31,NA,0,0,0,0
2019-01-16,수,38,-3.8,-8.5,1.3,NA,53,15.01078,0,0,0,242142,0,0,1,15708,19265,16803,31,NA,0,0,0,0
2019-01-17,목,31,0,-2.5,4.5,0,53,12.58695,0,0,0,241196,0,0,1,15706,19263,16803,31,NA,0,0,0,0
2019-01-18,금,45,0.8,-4.8,8,NA,53,15.07573,0,0,0,261576,0,0,1,15704,19261,16803,31,NA,0,0,0,0
2019-01-19,토,59,3.2,-1.9,7.6,NA,53,16.66299,0,0,0,198945,0,0,1,15702,19259,16803,31,NA,0,0,0,0
2019-01-20,일,24,1.3,-2.8,4.2,0,53,15.45218,0,0,0,142225,0,0,1,15700,19257,16803,31,NA,0,0,0,0
2019-01-21,월,33,0.2,-6.2,6.8,NA,53.85714286,13.34646,0,0,0,238438,0,0,1,15698,19255,16803,31,NA,0,0,0,0
2019-01-22,화,42,3.3,-1.6,8.7,NA,54.71428571,15.01519,0,0,0,239283,0,0,1,15696,19253,16803,31,NA,0,0,0,0
2019-01-23,수,30,2.8,-1.5,9.5,NA,55.57142857,11.73608,0,0,0,241248,0,0,1,15695,19251,16803,31,NA,0,0,0,0
2019-01-24,목,34,0.9,-5.6,8.7,NA,56.42857143,11.97494,0,0,0,247889,0,0,1,15694,19247,16803,31,NA,0,0,0,0
2019-01-25,금,47,-0.9,-4.5,5.3,NA,57.28571429,18.98996,0,0,0,259749,0,0,1,15693,19243,16803,31,NA,0,0,0,0
2019-01-26,토,47,-2.3,-6.4,4,NA,58.14285714,15.30908,0,0,0,196904,0,0,1,15692,19239,16803,31,NA,0,0,0,0
2019-01-30,수,24,2.7,-4,9.1,NA,67.57142857,10.98207,0,0,0,246620,0,0,1,15688,19223,16805,31,NA,0,0,0,0
2019-01-31,목,32,0.6,-4.7,3.6,0,70.42857143,12.84012,0,0,0,240242,0,0,1,15687,19219,16806,31,NA,0,0,0,0
2019-02-01,금,41,-1.2,-6.7,3.9,NA,73.28571429,15.1858,0,0,0,253460,0,0,1,15688,19215,16804,31,NA,0,0,0,0
2019-02-02,토,39,1.7,-4.9,8.8,0,76.14285714,13.77355,0,0,0,172556,0,0,1,15689,19211,16802,31,NA,0,0,0,0
2019-02-03,일,54,5,3.2,8.7,27.1,79,14.70918,0,0,0,111704,0,0,1,15690,19207,16800,31,NA,0,0,0,0
2019-02-04,월,44,1.3,-2.2,6.5,NA,75.71428571,13.75044,0,0,0,88419,1,0,1,15691,19203,16798,31,NA,0,0,0,0
2019-02-05,화,78,3.2,-4.3,12,NA,72.42857143,17.23648,0,0,0,69300,1,0,1,15692,19199,16796,31,NA,0,0,0,0
2019-02-06,수,48,6.1,-1.2,13.5,NA,69.14285714,18.35593,0,0,0,117518,1,0,1,15693,19195,16794,31,NA,0,0,0,0
2019-02-07,목,38,1.8,-5.1,7.6,0,65.85714286,14.05864,0,0,0,229075,0,0,1,15694,19191,16792,31,NA,0,0,0,0
2019-02-08,금,38,-3.3,-7.5,2.1,NA,62.57142857,15.95302,0,0,0,244156,0,0,1,15695,19187,16790,31,NA,0,0,0,0
2019-02-09,토,43,-2.7,-5.3,1.7,NA,59.28571429,17.31903,0,0,0,187142,0,0,1,15696,19183,16788,31,NA,0,0,0,0
2019-02-10,일,35,-2.4,-7,2.2,NA,56,16.9668,0,0,0,138491,0,0,1,15697,19179,16786,31,NA,0,0,0,0
2019-02-11,월,47,-1.7,-6.1,4.1,NA,56.28571429,13.3938,0,0,0,242531,0,0,1,15698,19175,16784,31,NA,0,0,0,0
2019-02-12,화,41,-0.3,-6.2,5.4,NA,56.57142857,13.05477,0,0,0,242904,0,0,1,15699,19171,16782,31,NA,0,0,0,0
2019-02-13,수,43,-0.3,-3.9,4.9,NA,56.85714286,15.89578,0,0,0,245397,0,0,1,15700,19167,16780,31,22302100,0,0,0,0
2019-02-14,목,42,1.5,-3.3,8.1,NA,57.14285714,16.89855,0,0,0,253292,0,0,1,15701,19163,16778,31,NA,0,0,0,0
2019-02-15,금,56,1.7,-0.6,4.7,0,57.42857143,22.9251,0,0,0,258237,0,0,1,15702,19159,16776,31,2832500,0,0,0,0
2019-02-16,토,63,-0.7,-3.5,2.8,0.1,57.71428571,21.70768,0,0,0,204815,0,0,1,15703,19155,16774,31,NA,0,0,0,0
2019-02-17,일,38,-0.7,-6.5,6.8,NA,58,19.12205,0,0,0,149021,0,0,1,15704,19151,16772,31,NA,0,0,0,0
2019-02-18,월,56,1.9,-4.5,6.8,0.1,59.14285714,18.55516,0,0,0,244811,0,0,1,15705,19147,16770,31,NA,0,0,0,0
2019-02-19,화,44,2.2,-0.1,4.1,18.8,60.28571429,20.72252,0,0,0,228121,0,0,1,15706,19142,16768,31,NA,0,0,0,0
2019-02-20,수,50,1.9,-0.7,6.1,0,61.42857143,18.52544,0,0,0,250442,0,0,1,15707,19137,16766,31,NA,0,0,0,0
2019-02-21,목,39,2.1,-3.3,8.5,NA,62.57142857,18.0081,0,0,0,249500,0,0,1,15708,19132,16764,31,NA,0,0,0,0
2019-02-22,금,68,3.6,-1.5,9.9,NA,63.71428571,23.17717,0,0,0,263475,0,0,1,15709,19127,16762,31,NA,0,0,0,0
2019-02-23,토,62,5.5,-1.9,14.2,NA,64.85714286,23.33678,0,0,0,205200,0,0,1,15709,19124,16760,31,NA,0,0,0,0
2019-02-24,일,47,6.7,-0.8,15.1,NA,66,22.04231,0,0,0,157115,0,0,1,15709,19121,16758,31,NA,0,0,0,0
2019-02-25,월,64,5.7,0.9,12.9,NA,66,19.61518,0,0,0,248798,0,0,1,15709,19118,16756,31,NA,0,0,0,0
2019-02-26,화,67,5.3,-2.4,12.7,NA,66,20.36918,0,0,0,249035,0,0,1,15709,19115,16754,31,NA,0,0,0,0
2019-02-27,수,32,6.6,4.2,9.8,0.2,66,19.8012,0,0,0,247693,0,0,1,15709,19112,16752,31,NA,0,0,0,0
2019-02-28,목,51,6.7,0.7,13.4,NA,66,22.56406,0,0,0,261441,0,0,1,15709,19109,16750,31,NA,0,0,0,0
2019-03-01,금,48,6.1,0,13.7,NA,66,21.70548,0,0,0,168712,1,0,1,15709,19106,16751,31,NA,0,0,0,0
2019-03-02,토,39,7.4,-0.9,16,NA,66,21.10007,0,0,0,181971,0,0,1,15709,19103,16752,31,NA,0,0,0,0
2019-03-03,일,29,9,1.4,15.5,NA,66,18.40546,0,0,0,144766,0,0,1,15709,19100,16753,31,NA,0,0,0,0
2019-03-04,월,32,10,5.5,16.4,NA,65.42857143,13.73613,0,0,0,246542,0,0,0,15706,19097,16754,31,NA,0,0,0,0
2019-03-05,화,31,8.7,2.8,14,NA,64.85714286,12.90066,0,0,0,240207,0,0,0,15703,19094,16755,31,NA,0,0,0,0
2019-03-06,수,25,9.7,5.8,15.4,NA,64.28571429,12.30296,0,0,0,247293,0,0,0,15700,19091,16756,31,NA,0,0,0,0
2019-03-07,목,26,7.1,3,13.2,NA,63.71428571,13.05807,0,0,0,250542,0,0,0,15697,19088,16757,31,NA,0,0,0,0
2019-03-08,금,41,7,-0.6,15.5,NA,63.14285714,16.98331,0,0,0,272616,0,0,0,15694,19085,16758,31,NA,0,0,0,0
2019-03-09,토,50,8.2,-1.4,17.3,NA,62.57142857,20.62455,0,0,0,216596,0,0,0,15691,19082,16759,31,NA,0,0,0,0
2019-03-10,일,33,7.9,3.7,11.3,0.1,62,20.34717,0,0,0,142063,0,0,0,15688,19079,16760,31,NA,0,0,0,0
2019-03-11,월,21,5.7,0.6,9.8,0.8,60.42857143,12.54072,0,0,0,243925,0,0,0,15685,19076,16761,31,NA,0,0,0,0
2019-03-12,화,34,4.5,-0.3,11.1,0.5,58.85714286,12.27324,0,0,0,238799,0,0,0,15682,19073,16762,31,NA,0,0,0,0
2019-03-13,수,40,3.7,-1.8,9.2,NA,57.28571429,11.768,0,0,0,247206,0,0,0,15679,19070,16763,31,NA,0,0,0,0
2019-03-14,목,18,5.9,-2.6,12.2,NA,55.71428571,11.65793,0,0,0,255420,0,0,0,15676,19067,16764,31,NA,0,0,0,0
2019-03-15,금,33,6.9,2,12,1.1,54.14285714,17.83088,0,0,0,264720,0,0,0,15673,19064,16765,31,NA,0,0,0,0
2019-03-17,일,13,7.3,2.6,14.1,NA,51,16.76096,0,0,0,157423,0,0,0,15667,19058,16767,31,NA,0,0,0,0
2019-03-18,월,37,7.1,-0.6,14.5,NA,50.42857143,13.20337,0,0,0,246261,0,0,0,15664,19055,16768,31,NA,0,0,0,0
2019-03-19,화,37,10.6,1.5,19.6,NA,49.85714286,11.9188,0,0,0,249559,0,0,0,15661,19053,16769,31,NA,0,0,0,0
2019-03-20,수,31,10.9,6.3,16.4,17.7,49.28571429,13.3993,0,0,0,239308,0,0,0,15658,19051,16770,31,NA,0,0,0,0
2019-03-21,목,23,8.5,2.7,13.7,2.6,48.71428571,11.52584,0,0,0,243382,0,0,0,15655,19049,16771,31,NA,0,0,0,0
2019-03-22,금,35,4.4,0.3,10.6,NA,48.14285714,17.21226,0,0,0,270533,0,0,0,15652,19047,16772,31,NA,0,0,0,0
2019-03-23,토,33,3.2,-1.2,9.7,6.2,47.57142857,20.02795,0,0,0,194326,0,0,0,15649,19045,16773,31,NA,0,0,0,0
2019-03-24,일,40,4.5,-1.9,11.2,NA,47,17.17264,0,0,0,156540,0,0,0,15646,19043,16774,31,NA,0,0,0,0
2019-03-25,월,27,7.2,0.2,14.4,NA,49.14285714,11.6073,0,0,0,244327,0,0,0,15643,19041,16775,31,NA,0,0,0,0
2019-03-26,화,50,11.9,4.3,19.5,NA,51.28571429,13.88693,0,0,0,243790,0,0,0,15640,19040,16776,31,NA,0,0,0,0
2019-03-27,수,20,14.3,10.4,21,NA,53.42857143,11.49722,0,0,0,248469,0,0,0,15636,19039,16776,31,NA,0,0,0,0
2019-03-28,목,27,12,7.3,18.1,NA,55.57142857,12.34369,0,0,0,246942,0,0,0,15632,19038,16776,31,NA,0,0,0,0
2019-03-29,금,41,11.6,6.2,18.4,NA,57.71428571,16.54521,0,0,0,273584,0,0,0,15628,19037,16776,31,NA,0,0,0,0
2019-03-30,토,47,6.1,4.2,10.3,4.7,59.85714286,21.40388,0,0,0,194407,0,0,0,15624,19036,16776,31,NA,0,0,0,0
2019-03-31,일,39,5.5,2.8,9.7,0,62,18.71257,0,0,0,149086,0,0,0,15620,19035,16776,31,NA,0,0,0,0
2019-04-01,월,39,6.1,0.5,11.3,0,63,14.1478,0,0,0,237810,0,0,0,15619,19034,16775,31,NA,0,0,0,0
2019-04-02,화,43,6.6,-1.1,14.4,NA,64,13.30574,0,0,0,241379,0,0,0,15618,19033,16774,31,NA,0,0,0,0
2019-04-03,수,25,7.6,-0.2,14.9,NA,65,12.6552,0,0,0,245703,0,0,0,15617,19033,16773,31,NA,0,0,0,0
2019-04-04,목,33,9.2,1.1,17.3,NA,66,13.7009,0,0,0,249228,0,0,0,15616,19033,16772,31,NA,0,0,0,0
2019-04-05,금,31,11.6,7.7,18.6,NA,67,17.31133,0,0,0,262749,0,0,0,15615,19033,16771,31,NA,0,0,0,0
2019-04-06,토,39,12.5,2.8,20.6,NA,68,24.1161,0,0,0,208637,0,0,0,15614,19033,16770,31,NA,0,0,0,0
2019-04-07,일,39,14.2,9.3,20.7,0.8,69,23.29385,0,0,0,156271,0,0,0,15613,19033,16769,31,NA,0,0,0,0
2019-04-08,월,35,12.6,4.9,19.4,NA,66.85714286,15.21882,0,0,0,246332,0,0,0,15613,19033,16768,31,NA,0,0,0,0
2019-04-09,화,51,10.4,5,16.5,31.3,64.71428571,19.37852,0,0,0,234989,0,0,0,15613,19033,16767,31,NA,0,0,0,0
2019-04-10,수,18,7.9,4.9,10.6,4.9,62.57142857,17.20125,0,0,0,245375,0,0,0,15613,19033,16766,31,NA,0,0,0,0
2019-04-11,목,33,10.3,4.3,15.8,NA,60.42857143,16.21719,0,0,0,246676,0,0,0,15613,19033,16765,32,NA,0,0,0,0
2019-04-12,금,46,12.1,5.1,19,NA,58.28571429,18.87768,0,0,0,266665,0,0,0,15613,19033,16764,32,NA,0,0,0,0
2019-04-13,토,43,12.2,4.7,19.9,NA,56.14285714,23.85963,0,0,0,208913,0,0,0,15613,19033,16763,32,NA,0,0,0,0
2019-04-14,일,47,10.5,6.9,15.4,0.5,54,22.56296,0,0,0,145419,0,0,0,15613,19033,16762,32,NA,0,0,0,0
2019-04-15,월,36,11.6,2.9,20.5,NA,56,13.65027,0,0,0,246300,0,0,0,15613,19033,16761,32,NA,0,0,0,0
2019-04-16,화,51,14.6,4,23.8,NA,58,12.93809,0,0,0,243061,0,0,0,15613,19033,16760,32,NA,0,0,0,0
2019-04-17,수,22,17.2,10,25,NA,60,12.3525,0,0,0,248723,0,0,0,15613,19033,16759,32,NA,0,0,0,0
2019-04-18,목,30,15.7,9.6,21.6,NA,62,13.16484,0,0,0,244314,0,0,0,15613,19033,16759,32,NA,0,0,0,0
2019-04-19,금,66,14.5,11.5,18.5,0.2,64,19.04609,0,0,0,262814,0,0,0,15613,19033,16759,32,9298600,0,0,0,0
2019-04-20,토,52,17.2,11.4,23.5,NA,66,22.782,0,0,0,201630,0,0,0,15613,19033,16759,32,NA,0,0,0,0
2019-04-21,일,35,18.1,15.2,22.6,NA,68,20.35047,0,0,0,146116,0,0,0,15613,19033,16759,32,NA,0,0,0,0
2019-04-22,월,25,20.5,11.3,29.3,NA,71.14285714,12.82691,0,0,0,240249,0,0,0,15613,19033,16759,32,NA,0,0,0,0
2019-04-23,화,42,18.6,15.6,23.1,6.2,74.28571429,13.94967,0,0,0,231559,0,0,0,15613,19030,16760,33,NA,0,0,0,0
2019-04-24,수,42,17.7,15.3,21.1,21.8,77.42857143,13.2562,0,0,0,248891,0,0,0,15613,19027,16761,32,NA,0,0,0,0
2019-04-25,목,37,15.1,10.9,17.2,7.7,80.57142857,15.64811,0,0,0,235667,0,0,0,15613,19024,16762,32,NA,0,0,0,0
2019-04-26,금,49,10,8.5,12,1.2,83.71428571,20.0929,0,0,0,262768,0,0,0,15613,19021,16763,32,NA,0,0,0,0
2019-04-27,토,40,12.2,5.1,18.1,NA,86.85714286,20.35047,0,0,0,211716,0,0,0,15613,19018,16763,32,NA,0,0,0,0
2019-04-28,일,54,12.9,10.3,17.4,0.4,90,18.94373,0,0,0,150319,0,0,0,15613,19015,16763,32,NA,0,0,0,0
2019-04-29,월,44,11,8,15.1,16.6,87,14.17972,0,0,0,231854,0,0,0,15613,19012,16763,32,NA,0,0,0,0
2019-04-30,화,57,16.1,9.6,22.4,NA,84,15.9266,0,0,0,255918,0,0,0,15613,19009,16764,32,NA,0,0,0,0
2019-05-02,목,39,15.9,8.9,25,NA,78,14.45821,0,0,0,254376,0,0,0,15614,19003,16760,32,NA,0,0,0,0
2019-05-03,금,42,18,7.4,28.4,NA,75,18.23265,0,0,0,276646,0,0,0,15615,19000,16758,32,NA,0,0,0,0
2019-05-04,토,28,19.2,10.2,27.4,NA,72,19.02958,0,0,0,203897,0,0,0,15616,18997,16756,32,NA,0,0,0,0
2019-05-05,일,49,19.8,12.2,28,NA,69,21.08356,0,0,0,164601,1,0,0,15617,18994,16754,32,NA,0,0,0,0
2019-05-06,월,39,14.5,9.4,20.3,0,68.14285714,18.94373,0,0,0,164145,1,0,0,15618,18991,16752,32,NA,0,0,0,0
2019-05-07,화,37,14.9,5.6,23.2,NA,67.28571429,12.74766,0,0,0,250341,0,0,0,15619,18988,16750,32,NA,0,0,0,0
2019-05-08,수,39,15.9,7.4,23.1,NA,66.42857143,12.5033,0,0,0,248946,0,0,0,15620,18985,16748,32,NA,0,0,0,0
2019-05-09,목,23,17.7,10.9,24.7,NA,65.57142857,11.84175,0,0,0,256945,0,0,0,15621,18982,16746,32,NA,0,0,0,0
2019-05-10,금,44,18.6,8.3,27.9,NA,64.71428571,16.00805,0,0,0,289768,0,0,0,15622,18979,16744,32,NA,0,0,0,0
2019-05-11,토,42,20.1,11.3,28.9,NA,63.85714286,19.27064,0,0,0,238886,0,0,0,15623,18977,16742,32,NA,0,0,0,0
2019-05-12,일,37,21.5,13.1,29.3,NA,63,19.73626,0,0,0,169451,1,0,0,15624,18975,16740,32,NA,0,0,0,0
2019-05-13,월,38,20.1,13.3,28.3,0,66.57142857,13.14943,0,0,0,246060,0,0,0,15625,18973,16738,32,NA,0,0,0,0
2019-05-14,화,49,21.1,14,28.3,NA,70.14285714,12.38992,0,0,0,253101,0,0,0,15625,18971,16736,32,NA,0,0,0,0
2019-05-15,수,30,22,15.7,29,NA,73.71428571,13.45434,0,0,0,254257,0,0,0,15625,18969,16734,32,NA,0,0,0,0
2019-05-16,목,33,23.5,16.7,30.8,NA,77.28571429,12.43945,0,0,0,251635,0,0,0,15625,18967,16732,32,NA,0,0,0,0
2019-05-17,금,56,23.7,18.6,28.1,0,80.85714286,17.88261,0,0,0,275435,0,0,0,15625,18965,16730,32,NA,0,0,0,0
2019-05-18,토,53,19.1,16,23.7,14.3,84.42857143,22.9262,0,0,0,201247,0,0,0,15625,18963,16728,32,NA,0,0,0,0
2019-05-19,일,38,21.1,18.5,24.7,0.7,88,24.39899,0,0,0,154080,0,0,0,15625,18961,16726,32,NA,0,0,0,0
2019-05-20,월,30,17.1,12.2,20.8,6,85.14285714,16.48137,0,0,0,246673,0,0,0,15625,18959,16725,32,NA,0,0,0,0
2019-05-21,화,41,17.9,11.6,24.7,NA,82.28571429,14.06194,0,0,0,247255,0,0,0,15625,18957,16724,32,NA,0,0,0,0
2019-05-22,수,12,20.8,13.4,27.2,NA,79.42857143,13.57542,0,0,0,251882,0,0,0,15625,18955,16723,32,NA,0,0,0,0
2019-05-23,목,43,23,16,29.8,NA,76.57142857,12.99533,0,0,0,249720,0,0,0,15625,18953,16722,32,NA,0,0,0,0
2019-05-24,금,40,24.4,16,32.7,NA,73.71428571,17.16603,0,0,0,278382,0,0,0,15625,18952,16721,32,NA,0,0,0,0
2019-05-25,토,46,24,18.7,30.4,NA,70.85714286,22.05442,0,0,0,219341,0,0,0,15625,18951,16720,32,NA,0,0,0,0
2019-05-26,일,29,24.7,17.2,32.2,0,68,20.06648,0,0,0,157653,0,0,0,15625,18950,16719,32,NA,0,0,0,0
2019-05-27,월,49,17.9,14.2,23.6,14.4,68.57142857,15.08453,0,0,0,225629,0,0,0,15625,18949,16718,32,NA,0,0,0,0
2019-05-28,화,30,17.7,11.7,24,NA,69.14285714,13.8495,0,0,0,248663,0,0,0,15625,18948,16717,32,NA,0,0,0,0
2019-05-29,수,26,20.1,11.9,27.8,NA,69.71428571,14.8952,0,0,0,251243,0,0,0,15625,18947,16716,32,NA,0,0,0,0
2019-05-30,목,33,20.2,14.6,27.2,0.2,70.28571429,12.69813,0,0,0,246340,0,0,0,15625,18946,16715,32,NA,0,0,0,0
2019-05-31,금,47,19,15.2,24.3,0,70.85714286,16.69712,0,0,0,265333,0,0,0,15625,18945,16714,32,NA,0,0,0,0
2019-06-01,토,31,19.1,12.9,24.5,NA,71.42857143,22.0313,0,0,0,208589,0,0,0,15622,18944,16713,32,NA,0,0,0,0
2019-06-02,일,38,21.5,14.6,28.6,NA,72,20.28993,0,0,0,151237,0,0,0,15619,18943,16712,32,NA,0,0,0,0
2019-06-03,월,29,23.4,14.6,30.9,NA,71,12.34809,0,0,0,244722,0,0,0,15616,18942,16711,32,NA,0,0,0,0
2019-06-04,화,33,24.3,17.5,31.7,NA,70,15.30908,0,0,0,249981,0,0,0,15613,18941,16710,32,NA,0,0,0,0
2019-06-05,수,34,24.3,18.1,30.9,NA,69,15.69324,0,0,0,263813,0,0,0,15610,18940,16709,32,NA,0,0,0,0
2019-06-06,목,47,22,16.9,28.2,17.1,68,21.7363,0,0,0,160475,1,0,0,15607,18939,16708,32,NA,0,0,0,0
2019-06-07,금,48,18.8,16.6,20.5,25.6,67,21.57229,0,0,0,231189,0,0,0,15604,18938,16707,32,NA,0,0,0,0
2019-06-08,토,38,21.3,16.1,27.2,NA,66,19.31798,0,0,0,200888,0,0,0,15601,18937,16706,32,NA,0,0,0,0
2019-06-09,일,47,22.1,17.9,28.1,9,65,18.65093,0,0,0,142218,0,0,0,15598,18936,16705,32,NA,0,0,0,0
2019-06-10,월,32,18.9,15.1,23.9,11.1,64.71428571,12.27875,0,0,0,240625,0,0,0,15595,18935,16704,32,NA,0,0,0,0
2019-06-11,화,43,21.1,16.1,26.2,NA,64.42857143,14.38776,0,0,0,240516,0,0,0,15592,18934,16703,32,NA,0,0,0,0
